"Hours since thread went live","Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou sareru • The Strongest Tank's Labyrinth Raids: A Tank with a Rare 9999 Resistance Skill Got Kicked from the Hero's Party - Episode 11 discussion"
16.416666666666668,79
16.5,81
16.583333333333332,82
16.666666666666668,81
16.75,81
16.833333333333332,85
16.916666666666668,81
17,85
17.083333333333332,84
17.166666666666668,80
17.25,82
17.333333333333332,82
17.416666666666668,79
17.5,82
17.583333333333332,83
17.666666666666668,86
17.75,87
17.833333333333332,83
17.916666666666668,82
18,85
18.083333333333332,87
18.166666666666668,86
18.25,86
18.333333333333332,83
18.416666666666668,85
18.5,85
18.583333333333332,86
18.666666666666668,84
18.75,85
18.833333333333332,87
18.916666666666668,86
19,89
19.083333333333332,86
19.166666666666668,87
19.25,87
19.333333333333332,85
19.416666666666668,90
19.5,84
19.583333333333332,87
19.666666666666668,85
19.75,89
19.833333333333332,88
19.916666666666668,88
20,89
20.083333333333332,89
20.166666666666668,83
20.25,88
20.333333333333332,89
20.416666666666668,85
20.5,83
20.583333333333332,87
20.666666666666668,87
20.75,87
20.833333333333332,86
20.916666666666668,89
21,87
21.083333333333332,88
21.166666666666668,87
21.25,88
21.333333333333332,92
21.416666666666668,87
21.5,91
21.583333333333332,87
21.666666666666668,87
21.75,90
21.833333333333332,89
21.916666666666668,89
22,88
22.083333333333332,89
22.166666666666668,88
22.25,90
22.333333333333332,88
22.416666666666668,88
22.5,88
22.583333333333332,91
22.666666666666668,89
22.75,92
22.833333333333332,90
22.916666666666668,88
23,92
23.083333333333332,91
23.166666666666668,93
23.25,92
23.333333333333332,87
23.416666666666668,89
23.5,88
23.583333333333332,93
23.666666666666668,90
23.75,92
23.833333333333332,91
23.916666666666668,93
24,90
24.083333333333332,91
24.166666666666668,88
24.25,90
24.333333333333332,91
24.416666666666668,90
24.5,89
24.583333333333332,94
24.666666666666668,91
24.75,90
24.833333333333332,90
24.916666666666668,94
25,92
25.083333333333332,88
25.166666666666668,95
25.25,90
25.333333333333332,92
25.416666666666668,93
25.5,93
25.583333333333332,91
25.666666666666668,91
25.75,90
25.833333333333332,91
25.916666666666668,93
26,92
26.083333333333332,94
26.166666666666668,91
26.25,93
26.333333333333332,96
26.416666666666668,92
26.5,94
26.583333333333332,97
26.666666666666668,93
26.75,93
26.833333333333332,97
26.916666666666668,93
27,95
27.083333333333332,92
27.166666666666668,90
27.25,95
27.333333333333332,92
27.416666666666668,97
27.5,93
27.583333333333332,95
27.666666666666668,97
27.75,95
27.833333333333332,95
27.916666666666668,92
28,91
28.083333333333332,98
28.166666666666668,96
28.25,98
28.333333333333332,95
28.416666666666668,97
28.5,94
28.583333333333332,94
28.666666666666668,94
28.75,94
28.833333333333332,96
28.916666666666668,97
29,95
29.083333333333332,95
29.166666666666668,96
29.25,97
29.333333333333332,95
29.416666666666668,100
29.5,99
29.583333333333332,97
29.666666666666668,95
29.75,93
29.833333333333332,96
29.916666666666668,95
30,96
30.083333333333332,95
30.166666666666668,95
30.25,99
30.333333333333332,95
30.416666666666668,98
30.5,96
30.583333333333332,99
30.666666666666668,100
30.75,98
30.833333333333332,99
30.916666666666668,99
31,100
31.083333333333332,92
31.166666666666668,97
31.25,97
31.333333333333332,92
31.416666666666668,95
31.5,94
31.583333333333332,94
31.666666666666668,96
31.75,100
31.833333333333332,95
31.916666666666668,99
32,98
32.083333333333336,97
32.166666666666664,96
32.25,95
32.333333333333336,98
32.416666666666664,101
32.5,99
32.583333333333336,98
32.666666666666664,96
32.75,100
32.833333333333336,101
32.916666666666664,97
33,98
33.083333333333336,100
33.166666666666664,101
33.25,99
33.333333333333336,100
33.416666666666664,101
33.5,100
33.583333333333336,95
33.666666666666664,96
33.75,100
33.833333333333336,98
33.916666666666664,102
34,97
34.083333333333336,100
34.166666666666664,99
34.25,99
34.333333333333336,100
34.416666666666664,102
34.5,99
34.583333333333336,98
34.666666666666664,100
34.75,103
34.833333333333336,99
34.916666666666664,103
35,104
35.083333333333336,98
35.166666666666664,96
35.25,99
35.333333333333336,103
35.416666666666664,99
35.5,100
35.583333333333336,99
35.666666666666664,101
35.75,103
35.833333333333336,99
35.916666666666664,105
36,102
36.083333333333336,103
36.166666666666664,100
36.25,101
36.333333333333336,102
36.416666666666664,98
36.5,103
36.583333333333336,101
36.666666666666664,102
36.75,101
36.833333333333336,102
36.916666666666664,107
37,103
37.083333333333336,102
37.166666666666664,102
37.25,107
37.333333333333336,100
37.416666666666664,103
37.5,101
37.583333333333336,101
37.666666666666664,107
37.75,106
37.833333333333336,103
37.916666666666664,104
38,106
38.083333333333336,106
38.166666666666664,104
38.25,105
38.333333333333336,101
38.416666666666664,105
38.5,104
38.583333333333336,106
38.666666666666664,104
38.75,107
38.833333333333336,101
38.916666666666664,104
39,105
39.083333333333336,102
39.166666666666664,101
39.25,104
39.333333333333336,103
39.416666666666664,106
39.5,106
39.583333333333336,105
39.666666666666664,102
39.75,104
39.833333333333336,101
39.916666666666664,100
40,105
40.083333333333336,100
40.166666666666664,100
40.25,107
40.333333333333336,107
40.416666666666664,102
40.5,106
40.583333333333336,104
40.666666666666664,107
40.75,104
40.833333333333336,107
40.916666666666664,105
41,104
41.083333333333336,106
41.166666666666664,105
41.25,103
41.333333333333336,105
41.416666666666664,102
41.5,108
41.583333333333336,106
41.666666666666664,107
41.75,104
41.833333333333336,108
41.916666666666664,105
42,105
42.083333333333336,107
42.166666666666664,105
42.25,109
42.333333333333336,104
42.416666666666664,106
42.5,107
42.583333333333336,105
42.666666666666664,108
42.75,109
42.833333333333336,108
42.916666666666664,104
43,102
43.083333333333336,103
43.166666666666664,105
43.25,108
43.333333333333336,107
43.416666666666664,103
43.5,102
43.583333333333336,107
43.666666666666664,103
43.75,103
43.833333333333336,108
43.916666666666664,104
44,106
44.083333333333336,106
44.166666666666664,104
44.25,101
44.333333333333336,103
44.416666666666664,108
44.5,107
44.583333333333336,104
44.666666666666664,102
44.75,106
44.833333333333336,102
44.916666666666664,106
45,101
45.083333333333336,102
45.166666666666664,105
45.25,106
45.333333333333336,108
45.416666666666664,105
45.5,107
45.583333333333336,106
45.666666666666664,106
45.75,104
45.833333333333336,105
45.916666666666664,102
46,106
46.083333333333336,108
46.166666666666664,104
46.25,106
46.333333333333336,108
46.416666666666664,103
46.5,106
46.583333333333336,106
46.666666666666664,106
46.75,110
46.833333333333336,106
46.916666666666664,106
47,108
47.083333333333336,105
47.166666666666664,107
47.25,104
47.333333333333336,103
47.416666666666664,107
47.5,108
47.583333333333336,108
47.666666666666664,109
47.75,109
47.833333333333336,106
47.916666666666664,109
