"Hours since thread went live","Bartender: Kami no Glass • Bartender: Glass of God - Episode 8 discussion"
25.5,265
25.583333333333332,259
25.666666666666668,261
25.75,266
25.833333333333332,261
25.916666666666668,264
26,264
26.083333333333332,264
26.166666666666668,264
26.25,268
26.333333333333332,267
26.416666666666668,266
26.5,262
26.583333333333332,266
26.666666666666668,266
26.75,270
26.833333333333332,265
26.916666666666668,265
27,267
27.083333333333332,269
27.166666666666668,266
27.25,268
27.333333333333332,267
27.416666666666668,271
27.5,269
27.583333333333332,271
27.666666666666668,267
27.75,272
27.833333333333332,270
27.916666666666668,270
28,273
28.083333333333332,269
28.166666666666668,270
28.25,271
28.333333333333332,269
28.416666666666668,270
28.5,269
28.583333333333332,266
28.666666666666668,269
28.75,267
28.833333333333332,269
28.916666666666668,270
29,269
29.083333333333332,268
29.166666666666668,273
29.25,269
29.333333333333332,272
29.416666666666668,269
29.5,272
29.583333333333332,273
29.666666666666668,270
29.75,269
29.833333333333332,268
29.916666666666668,267
30,270
30.083333333333332,272
30.166666666666668,271
30.25,272
30.333333333333332,271
30.416666666666668,265
30.5,270
30.583333333333332,265
30.666666666666668,271
30.75,271
30.833333333333332,270
30.916666666666668,270
31,265
31.083333333333332,271
31.166666666666668,267
31.25,268
31.333333333333332,270
31.416666666666668,269
31.5,269
31.583333333333332,269
31.666666666666668,274
31.75,268
31.833333333333332,270
31.916666666666668,268
32,270
32.083333333333336,270
32.166666666666664,266
32.25,270
32.333333333333336,272
32.416666666666664,271
32.5,273
32.583333333333336,271
32.666666666666664,272
32.75,268
32.833333333333336,272
32.916666666666664,271
33,269
33.083333333333336,269
33.166666666666664,268
33.25,271
33.333333333333336,272
33.416666666666664,270
33.5,272
33.583333333333336,271
33.666666666666664,270
33.75,272
33.833333333333336,272
33.916666666666664,271
34,272
34.083333333333336,271
34.166666666666664,273
34.25,273
34.333333333333336,271
34.416666666666664,272
34.5,268
34.583333333333336,271
34.666666666666664,271
34.75,270
34.833333333333336,271
34.916666666666664,275
35,273
35.083333333333336,272
35.166666666666664,275
35.25,274
35.333333333333336,275
35.416666666666664,275
35.5,271
35.583333333333336,272
35.666666666666664,271
35.75,276
35.833333333333336,276
35.916666666666664,272
36,275
36.083333333333336,269
36.166666666666664,270
36.25,269
36.333333333333336,272
36.416666666666664,268
36.5,273
36.583333333333336,271
36.666666666666664,269
36.75,274
36.833333333333336,275
36.916666666666664,272
37,273
37.083333333333336,272
37.166666666666664,269
37.25,273
37.333333333333336,269
37.416666666666664,273
37.5,276
37.583333333333336,275
37.666666666666664,270
37.75,275
37.833333333333336,276
37.916666666666664,273
38,272
38.083333333333336,274
38.166666666666664,271
38.25,273
38.333333333333336,275
38.416666666666664,271
38.5,271
38.583333333333336,270
38.666666666666664,268
38.75,272
38.833333333333336,272
38.916666666666664,271
39,274
39.083333333333336,272
39.166666666666664,274
39.25,277
39.333333333333336,275
39.416666666666664,271
39.5,270
39.583333333333336,270
39.666666666666664,273
39.75,273
39.833333333333336,274
39.916666666666664,275
40,272
40.083333333333336,273
40.166666666666664,276
40.25,271
40.333333333333336,274
40.416666666666664,272
40.5,275
40.583333333333336,270
40.666666666666664,273
40.75,275
40.833333333333336,275
40.916666666666664,273
41,276
41.083333333333336,270
41.166666666666664,275
41.25,272
41.333333333333336,275
41.416666666666664,274
41.5,271
41.583333333333336,278
41.666666666666664,276
41.75,275
41.833333333333336,274
41.916666666666664,274
42,272
42.083333333333336,278
42.166666666666664,271
42.25,276
42.333333333333336,275
42.416666666666664,276
42.5,272
42.583333333333336,276
42.666666666666664,274
42.75,273
42.833333333333336,277
42.916666666666664,276
43,276
43.083333333333336,277
43.166666666666664,278
43.25,274
43.333333333333336,276
43.416666666666664,276
43.5,274
43.583333333333336,272
43.666666666666664,272
43.75,273
43.833333333333336,273
43.916666666666664,277
44,276
44.083333333333336,276
44.166666666666664,275
44.25,272
44.333333333333336,274
44.416666666666664,273
44.5,276
44.583333333333336,278
44.666666666666664,275
44.75,277
44.833333333333336,278
44.916666666666664,272
45,275
45.083333333333336,276
45.166666666666664,278
45.25,277
45.333333333333336,280
45.416666666666664,280
45.5,279
45.583333333333336,276
45.666666666666664,274
45.75,277
45.833333333333336,275
45.916666666666664,277
46,279
46.083333333333336,278
46.166666666666664,278
46.25,275
46.333333333333336,276
46.416666666666664,278
46.5,275
46.583333333333336,277
46.666666666666664,276
46.75,279
46.833333333333336,276
46.916666666666664,275
47,273
47.083333333333336,276
47.166666666666664,277
47.25,275
47.333333333333336,277
47.416666666666664,275
47.5,276
47.583333333333336,275
47.666666666666664,276
47.75,277
47.833333333333336,277
47.916666666666664,275
