"Hours since thread went live","Meiji Gekken: 1874 - Episode 10 discussion"
35.666666666666664,36
35.75,34
35.833333333333336,37
35.916666666666664,37
36,35
36.083333333333336,36
36.166666666666664,37
36.25,37
36.333333333333336,36
36.416666666666664,35
36.5,40
36.583333333333336,37
36.666666666666664,39
36.75,37
36.833333333333336,38
36.916666666666664,33
37,36
37.083333333333336,36
37.166666666666664,38
37.25,36
37.333333333333336,38
37.416666666666664,38
37.5,36
37.583333333333336,37
37.666666666666664,37
37.75,37
37.833333333333336,35
37.916666666666664,37
38,37
38.083333333333336,36
38.166666666666664,36
38.25,35
38.333333333333336,39
38.416666666666664,38
38.5,38
38.583333333333336,39
38.666666666666664,37
38.75,36
38.833333333333336,35
38.916666666666664,38
39,35
39.083333333333336,36
39.166666666666664,34
39.25,38
39.333333333333336,34
39.416666666666664,37
39.5,37
39.583333333333336,33
39.666666666666664,36
39.75,38
39.833333333333336,35
39.916666666666664,37
40,37
40.083333333333336,37
40.166666666666664,38
40.25,38
40.333333333333336,35
40.416666666666664,36
40.5,36
40.583333333333336,39
40.666666666666664,37
40.75,37
40.833333333333336,34
40.916666666666664,37
41,34
41.083333333333336,36
41.166666666666664,39
41.25,35
41.333333333333336,39
41.416666666666664,37
41.5,40
41.583333333333336,39
41.666666666666664,35
41.75,36
41.833333333333336,41
41.916666666666664,37
42,36
42.083333333333336,36
42.166666666666664,40
42.25,38
42.333333333333336,38
42.416666666666664,39
42.5,36
42.583333333333336,33
42.666666666666664,35
42.75,36
42.833333333333336,38
42.916666666666664,39
43,35
43.083333333333336,39
43.166666666666664,36
43.25,36
43.333333333333336,38
43.416666666666664,34
43.5,40
43.583333333333336,34
43.666666666666664,38
43.75,37
43.833333333333336,33
43.916666666666664,38
44,36
44.083333333333336,36
44.166666666666664,39
44.25,36
44.333333333333336,36
44.416666666666664,37
44.5,34
44.583333333333336,35
44.666666666666664,40
44.75,34
44.833333333333336,35
44.916666666666664,39
45,38
45.083333333333336,36
45.166666666666664,36
45.25,35
45.333333333333336,34
45.416666666666664,39
45.5,38
45.583333333333336,38
45.666666666666664,39
45.75,40
45.833333333333336,36
45.916666666666664,38
46,39
46.083333333333336,37
46.166666666666664,36
46.25,35
46.333333333333336,35
46.416666666666664,37
46.5,34
46.583333333333336,39
46.666666666666664,37
46.75,40
46.833333333333336,38
46.916666666666664,40
47,34
47.083333333333336,40
47.166666666666664,37
47.25,37
47.333333333333336,34
47.416666666666664,38
47.5,36
47.583333333333336,37
47.666666666666664,37
47.75,34
47.833333333333336,35
47.916666666666664,36
