"Hours since thread went live","Shangri-La Frontier - Episode 21 discussion"
31.666666666666668,1243
31.75,1244
31.833333333333332,1244
31.916666666666668,1249
32,1250
32.083333333333336,1250
32.166666666666664,1253
32.25,1243
32.333333333333336,1254
32.416666666666664,1249
32.5,1251
32.583333333333336,1250
32.666666666666664,1252
32.75,1248
32.833333333333336,1252
32.916666666666664,1252
33,1253
33.083333333333336,1253
33.166666666666664,1254
33.25,1255
33.333333333333336,1249
33.416666666666664,1255
33.5,1257
33.583333333333336,1255
33.666666666666664,1250
33.75,1254
33.833333333333336,1255
33.916666666666664,1258
34,1261
34.083333333333336,1259
34.166666666666664,1264
34.25,1264
34.333333333333336,1264
34.416666666666664,1261
34.5,1259
34.583333333333336,1260
34.666666666666664,1261
34.75,1261
34.833333333333336,1263
34.916666666666664,1267
35,1261
35.083333333333336,1265
35.166666666666664,1262
35.25,1263
35.333333333333336,1266
35.416666666666664,1267
35.5,1266
35.583333333333336,1266
35.666666666666664,1266
35.75,1270
35.833333333333336,1272
35.916666666666664,1267
36,1264
36.083333333333336,1269
36.166666666666664,1264
36.25,1265
36.333333333333336,1268
36.416666666666664,1271
36.5,1273
36.583333333333336,1273
36.666666666666664,1273
36.75,1269
36.833333333333336,1271
36.916666666666664,1276
37,1272
37.083333333333336,1275
37.166666666666664,1272
37.25,1273
37.333333333333336,1271
37.416666666666664,1278
37.5,1270
37.583333333333336,1275
37.666666666666664,1275
37.75,1272
37.833333333333336,1278
37.916666666666664,1282
38,1274
38.083333333333336,1274
38.166666666666664,1282
38.25,1283
38.333333333333336,1276
38.416666666666664,1275
38.5,1283
38.583333333333336,1286
38.666666666666664,1283
38.75,1279
38.833333333333336,1283
38.916666666666664,1284
39,1287
39.083333333333336,1282
39.166666666666664,1282
39.25,1280
39.333333333333336,1278
39.416666666666664,1282
39.5,1287
39.583333333333336,1281
39.666666666666664,1285
39.75,1281
39.833333333333336,1286
39.916666666666664,1280
40,1284
40.083333333333336,1283
40.166666666666664,1285
40.25,1290
40.333333333333336,1279
40.416666666666664,1289
40.5,1282
40.583333333333336,1287
40.666666666666664,1288
40.75,1283
40.833333333333336,1288
40.916666666666664,1282
41,1285
41.083333333333336,1291
41.166666666666664,1284
41.25,1283
41.333333333333336,1292
41.416666666666664,1286
41.5,1292
41.583333333333336,1289
41.666666666666664,1288
41.75,1295
41.833333333333336,1292
41.916666666666664,1287
42,1292
42.083333333333336,1286
42.166666666666664,1288
42.25,1288
42.333333333333336,1292
42.416666666666664,1295
42.5,1295
42.583333333333336,1290
42.666666666666664,1294
42.75,1291
42.833333333333336,1294
42.916666666666664,1297
43,1291
43.083333333333336,1294
43.166666666666664,1298
43.25,1295
43.333333333333336,1290
43.416666666666664,1293
43.5,1291
43.583333333333336,1294
43.666666666666664,1292
43.75,1294
43.833333333333336,1295
43.916666666666664,1292
44,1297
44.083333333333336,1293
44.166666666666664,1292
44.25,1293
44.333333333333336,1296
44.416666666666664,1296
44.5,1292
44.583333333333336,1294
44.666666666666664,1295
44.75,1289
44.833333333333336,1294
44.916666666666664,1293
45,1292
45.083333333333336,1291
45.166666666666664,1295
45.25,1297
45.333333333333336,1295
45.416666666666664,1294
45.5,1289
45.583333333333336,1291
45.666666666666664,1292
45.75,1297
45.833333333333336,1300
45.916666666666664,1289
46,1295
46.083333333333336,1293
46.166666666666664,1297
46.25,1295
46.333333333333336,1291
46.416666666666664,1294
46.5,1295
46.583333333333336,1291
46.666666666666664,1296
46.75,1294
46.833333333333336,1294
46.916666666666664,1291
47,1297
47.083333333333336,1291
47.166666666666664,1294
47.25,1295
47.333333333333336,1297
47.416666666666664,1299
47.5,1299
47.583333333333336,1295
47.666666666666664,1297
47.75,1295
47.833333333333336,1299
47.916666666666664,1295
