"Hours since thread went live","Zom 100: Zombie ni Naru made ni Shitai 100 no Koto • Zom 100: Bucket List of the Dead - Episode 4 discussion"
22,1817
22.083333333333332,1822
22.166666666666668,1828
22.25,1835
22.333333333333332,1841
22.416666666666668,1839
22.5,1847
22.583333333333332,1851
22.666666666666668,1856
22.75,1862
22.833333333333332,1862
22.916666666666668,1876
23,1876
23.083333333333332,1886
23.166666666666668,1897
23.25,1894
23.333333333333332,1900
23.416666666666668,1907
23.5,1914
23.583333333333332,1912
23.666666666666668,1924
23.75,1920
23.833333333333332,1919
23.916666666666668,1933
24,1935
24.083333333333332,1934
24.166666666666668,1944
24.25,1941
24.333333333333332,1953
24.416666666666668,1954
24.5,1953
24.583333333333332,1954
24.666666666666668,1959
24.75,1959
24.833333333333332,1969
24.916666666666668,1968
25,1966
25.083333333333332,1973
25.166666666666668,1978
25.25,1983
25.333333333333332,1986
25.416666666666668,1988
25.5,1991
25.583333333333332,1993
25.666666666666668,1991
25.75,2000
25.833333333333332,1998
25.916666666666668,2004
26,2007
26.083333333333332,2016
26.166666666666668,2023
26.25,2020
26.333333333333332,2024
26.416666666666668,2026
26.5,2022
26.583333333333332,2028
26.666666666666668,2033
26.75,2031
26.833333333333332,2031
26.916666666666668,2039
27,2048
27.083333333333332,2051
27.166666666666668,2047
27.25,2046
27.333333333333332,2048
27.416666666666668,2047
27.5,2051
27.583333333333332,2052
27.666666666666668,2051
27.75,2058
27.833333333333332,2062
27.916666666666668,2065
28,2063
28.083333333333332,2070
28.166666666666668,2071
28.25,2071
28.333333333333332,2073
28.416666666666668,2068
28.5,2073
28.583333333333332,2071
28.666666666666668,2076
28.75,2073
28.833333333333332,2076
28.916666666666668,2080
29,2076
29.083333333333332,2083
29.166666666666668,2086
29.25,2088
29.333333333333332,2089
29.416666666666668,2089
29.5,2091
29.583333333333332,2091
29.666666666666668,2089
29.75,2099
29.833333333333332,2098
29.916666666666668,2096
30,2100
30.083333333333332,2100
30.166666666666668,2098
30.25,2109
30.333333333333332,2106
30.416666666666668,2114
30.5,2110
30.583333333333332,2113
30.666666666666668,2110
30.75,2110
30.833333333333332,2115
30.916666666666668,2109
31,2112
31.083333333333332,2115
31.166666666666668,2115
31.25,2120
31.333333333333332,2119
31.416666666666668,2122
31.5,2121
31.583333333333332,2127
31.666666666666668,2120
31.75,2124
31.833333333333332,2129
31.916666666666668,2126
32,2130
32.083333333333336,2132
32.166666666666664,2132
32.25,2134
32.333333333333336,2136
32.416666666666664,2142
32.5,2141
32.583333333333336,2138
32.666666666666664,2139
32.75,2141
32.833333333333336,2140
32.916666666666664,2142
33,2139
33.083333333333336,2149
33.166666666666664,2146
33.25,2148
33.333333333333336,2154
33.416666666666664,2145
33.5,2153
33.583333333333336,2157
33.666666666666664,2157
33.75,2159
33.833333333333336,2161
33.916666666666664,2157
34,2162
34.083333333333336,2164
34.166666666666664,2166
34.25,2166
34.333333333333336,2169
34.416666666666664,2171
34.5,2174
34.583333333333336,2176
34.666666666666664,2179
34.75,2183
34.833333333333336,2178
34.916666666666664,2182
35,2180
35.083333333333336,2180
35.166666666666664,2183
35.25,2183
35.333333333333336,2198
35.416666666666664,2190
35.5,2196
35.583333333333336,2192
35.666666666666664,2199
35.75,2200
35.833333333333336,2200
35.916666666666664,2194
36,2201
36.083333333333336,2202
36.166666666666664,2199
36.25,2202
36.333333333333336,2201
36.416666666666664,2198
36.5,2206
36.583333333333336,2206
36.666666666666664,2208
36.75,2201
36.833333333333336,2205
36.916666666666664,2202
37,2207
37.083333333333336,2215
37.166666666666664,2213
37.25,2214
37.333333333333336,2214
37.416666666666664,2215
37.5,2214
37.583333333333336,2222
37.666666666666664,2217
37.75,2222
37.833333333333336,2225
37.916666666666664,2229
38,2232
38.083333333333336,2224
38.166666666666664,2231
38.25,2231
38.333333333333336,2236
38.416666666666664,2235
38.5,2238
38.583333333333336,2238
38.666666666666664,2243
38.75,2239
38.833333333333336,2246
38.916666666666664,2240
39,2245
39.083333333333336,2248
39.166666666666664,2250
39.25,2248
39.333333333333336,2247
39.416666666666664,2251
39.5,2250
39.583333333333336,2249
39.666666666666664,2252
39.75,2253
39.833333333333336,2247
39.916666666666664,2256
40,2251
40.083333333333336,2247
40.166666666666664,2250
40.25,2249
40.333333333333336,2258
40.416666666666664,2254
40.5,2256
40.583333333333336,2265
40.666666666666664,2257
40.75,2261
40.833333333333336,2256
40.916666666666664,2256
41,2261
41.083333333333336,2262
41.166666666666664,2271
41.25,2271
41.333333333333336,2271
41.416666666666664,2269
41.5,2270
41.583333333333336,2272
41.666666666666664,2273
41.75,2275
41.833333333333336,2272
41.916666666666664,2276
42,2272
42.083333333333336,2275
42.166666666666664,2279
42.25,2278
42.333333333333336,2276
42.416666666666664,2279
42.5,2280
42.583333333333336,2281
42.666666666666664,2279
42.75,2280
42.833333333333336,2279
42.916666666666664,2277
43,2284
43.083333333333336,2282
43.166666666666664,2284
43.25,2287
43.333333333333336,2286
43.416666666666664,2288
43.5,2285
43.583333333333336,2285
43.666666666666664,2284
43.75,2293
43.833333333333336,2293
43.916666666666664,2290
44,2290
44.083333333333336,2289
44.166666666666664,2299
44.25,2296
44.333333333333336,2301
44.416666666666664,2298
44.5,2295
44.583333333333336,2297
44.666666666666664,2296
44.75,2302
44.833333333333336,2299
44.916666666666664,2300
45,2300
45.083333333333336,2302
45.166666666666664,2307
45.25,2306
45.333333333333336,2308
45.416666666666664,2307
45.5,2307
45.583333333333336,2309
45.666666666666664,2308
45.75,2308
45.833333333333336,2314
45.916666666666664,2307
46,2310
46.083333333333336,2307
46.166666666666664,2317
46.25,2317
46.333333333333336,2314
46.416666666666664,2311
46.5,2319
46.583333333333336,2318
46.666666666666664,2321
46.75,2320
46.833333333333336,2321
46.916666666666664,2320
47,2320
47.083333333333336,2322
47.166666666666664,2322
47.25,2323
47.333333333333336,2322
47.416666666666664,2322
47.5,2320
47.583333333333336,2326
47.666666666666664,2327
47.75,2325
47.833333333333336,2326
47.916666666666664,2321
