"Hours since thread went live","Kyuujitsu no Warumono-san • Mr. Villain's Day Off - Episode 10 discussion"
39,109
39.083333333333336,111
39.166666666666664,111
39.25,111
39.333333333333336,114
39.416666666666664,115
39.5,111
39.583333333333336,112
39.666666666666664,111
39.75,113
39.833333333333336,113
39.916666666666664,112
40,112
40.083333333333336,112
40.166666666666664,111
40.25,116
40.333333333333336,116
40.416666666666664,111
40.5,112
40.583333333333336,111
40.666666666666664,114
40.75,112
40.833333333333336,111
40.916666666666664,110
41,110
41.083333333333336,114
41.166666666666664,111
41.25,113
41.333333333333336,109
41.416666666666664,111
41.5,110
41.583333333333336,114
41.666666666666664,111
41.75,112
41.833333333333336,112
41.916666666666664,112
42,111
42.083333333333336,112
42.166666666666664,115
42.25,109
42.333333333333336,113
42.416666666666664,112
42.5,113
42.583333333333336,112
42.666666666666664,110
42.75,109
42.833333333333336,108
42.916666666666664,108
43,114
43.083333333333336,114
43.166666666666664,112
43.25,111
43.333333333333336,111
43.416666666666664,112
43.5,115
43.583333333333336,112
43.666666666666664,111
43.75,113
43.833333333333336,111
43.916666666666664,108
44,111
44.083333333333336,113
44.166666666666664,113
44.25,115
44.333333333333336,111
44.416666666666664,115
44.5,114
44.583333333333336,109
44.666666666666664,110
44.75,112
44.833333333333336,109
44.916666666666664,109
45,116
45.083333333333336,115
45.166666666666664,109
45.25,115
45.333333333333336,110
45.416666666666664,111
45.5,114
45.583333333333336,110
45.666666666666664,113
45.75,109
45.833333333333336,115
45.916666666666664,113
46,110
46.083333333333336,110
46.166666666666664,112
46.25,114
46.333333333333336,110
46.416666666666664,111
46.5,113
46.583333333333336,109
46.666666666666664,114
46.75,112
46.833333333333336,110
46.916666666666664,114
47,111
47.083333333333336,112
47.166666666666664,111
47.25,113
47.333333333333336,115
47.416666666666664,112
47.5,108
47.583333333333336,113
47.666666666666664,110
47.75,115
47.833333333333336,112
47.916666666666664,108
