"Hours since thread went live","Yubisaki to Renren • A Sign of Affection - Episode 10 discussion"
23.5,516
23.583333333333332,520
23.666666666666668,520
23.75,523
23.833333333333332,515
23.916666666666668,523
24,524
24.083333333333332,521
24.166666666666668,526
24.25,518
24.333333333333332,523
24.416666666666668,527
24.5,526
24.583333333333332,523
24.666666666666668,534
24.75,531
24.833333333333332,530
24.916666666666668,528
25,530
25.083333333333332,527
25.166666666666668,532
25.25,537
25.333333333333332,531
25.416666666666668,532
25.5,531
25.583333333333332,532
25.666666666666668,530
25.75,534
25.833333333333332,530
25.916666666666668,532
26,532
26.083333333333332,529
26.166666666666668,527
26.25,532
26.333333333333332,534
26.416666666666668,537
26.5,534
26.583333333333332,533
26.666666666666668,534
26.75,535
26.833333333333332,539
26.916666666666668,531
27,533
27.083333333333332,540
27.166666666666668,537
27.25,540
27.333333333333332,541
27.416666666666668,536
27.5,539
27.583333333333332,541
27.666666666666668,539
27.75,538
27.833333333333332,541
27.916666666666668,539
28,539
28.083333333333332,545
28.166666666666668,542
28.25,544
28.333333333333332,545
28.416666666666668,545
28.5,543
28.583333333333332,546
28.666666666666668,545
28.75,542
28.833333333333332,550
28.916666666666668,547
29,547
29.083333333333332,553
29.166666666666668,551
29.25,547
29.333333333333332,550
29.416666666666668,548
29.5,552
29.583333333333332,548
29.666666666666668,549
29.75,551
29.833333333333332,545
29.916666666666668,552
30,548
30.083333333333332,550
30.166666666666668,548
30.25,548
30.333333333333332,551
30.416666666666668,546
30.5,550
30.583333333333332,549
30.666666666666668,552
30.75,554
30.833333333333332,550
30.916666666666668,553
31,548
31.083333333333332,551
31.166666666666668,548
31.25,555
31.333333333333332,552
31.416666666666668,552
31.5,549
31.583333333333332,550
31.666666666666668,559
31.75,553
31.833333333333332,557
31.916666666666668,556
32,559
32.083333333333336,559
32.166666666666664,552
32.25,558
32.333333333333336,556
32.416666666666664,556
32.5,556
32.583333333333336,562
32.666666666666664,563
32.75,553
32.833333333333336,559
32.916666666666664,558
33,555
33.083333333333336,556
33.166666666666664,560
33.25,560
33.333333333333336,559
33.416666666666664,560
33.5,562
33.583333333333336,558
33.666666666666664,558
33.75,558
33.833333333333336,561
33.916666666666664,557
34,563
34.083333333333336,564
34.166666666666664,558
34.25,564
34.333333333333336,564
34.416666666666664,567
34.5,566
34.583333333333336,562
34.666666666666664,564
34.75,567
34.833333333333336,562
34.916666666666664,569
35,565
35.083333333333336,572
35.166666666666664,568
35.25,568
35.333333333333336,567
35.416666666666664,567
35.5,568
35.583333333333336,566
35.666666666666664,572
35.75,564
35.833333333333336,565
35.916666666666664,570
36,573
36.083333333333336,563
36.166666666666664,568
36.25,566
36.333333333333336,571
36.416666666666664,573
36.5,570
36.583333333333336,571
36.666666666666664,572
36.75,566
36.833333333333336,570
36.916666666666664,570
37,570
37.083333333333336,568
37.166666666666664,565
37.25,566
37.333333333333336,574
37.416666666666664,566
37.5,570
37.583333333333336,567
37.666666666666664,575
37.75,571
37.833333333333336,570
37.916666666666664,568
38,566
38.083333333333336,569
38.166666666666664,573
38.25,578
38.333333333333336,575
38.416666666666664,573
38.5,569
38.583333333333336,572
38.666666666666664,580
38.75,573
38.833333333333336,575
38.916666666666664,575
39,578
39.083333333333336,577
39.166666666666664,579
39.25,579
39.333333333333336,572
39.416666666666664,574
39.5,572
39.583333333333336,575
39.666666666666664,570
39.75,578
39.833333333333336,576
39.916666666666664,579
40,576
40.083333333333336,575
40.166666666666664,574
40.25,578
40.333333333333336,580
40.416666666666664,579
40.5,577
40.583333333333336,578
40.666666666666664,575
40.75,576
40.833333333333336,574
40.916666666666664,577
41,575
41.083333333333336,577
41.166666666666664,575
41.25,577
41.333333333333336,574
41.416666666666664,574
41.5,575
41.583333333333336,576
41.666666666666664,577
41.75,571
41.833333333333336,575
41.916666666666664,581
42,577
42.083333333333336,575
42.166666666666664,577
42.25,574
42.333333333333336,576
42.416666666666664,578
42.5,576
42.583333333333336,571
42.666666666666664,571
42.75,574
42.833333333333336,582
42.916666666666664,575
43,579
43.083333333333336,581
43.166666666666664,574
43.25,580
43.333333333333336,573
43.416666666666664,580
43.5,581
43.583333333333336,578
43.666666666666664,576
43.75,579
43.833333333333336,580
43.916666666666664,581
44,579
44.083333333333336,574
44.166666666666664,578
44.25,578
44.333333333333336,582
44.416666666666664,585
44.5,580
44.583333333333336,581
44.666666666666664,581
44.75,583
44.833333333333336,584
44.916666666666664,576
45,582
45.083333333333336,578
45.166666666666664,577
45.25,576
45.333333333333336,577
45.416666666666664,580
45.5,581
45.583333333333336,574
45.666666666666664,579
45.75,583
45.833333333333336,582
45.916666666666664,579
46,576
46.083333333333336,576
46.166666666666664,581
46.25,574
46.333333333333336,579
46.416666666666664,577
46.5,579
46.583333333333336,576
46.666666666666664,579
46.75,580
46.833333333333336,578
46.916666666666664,586
47,578
47.083333333333336,582
47.166666666666664,582
47.25,586
47.333333333333336,579
47.416666666666664,584
47.5,582
47.583333333333336,577
47.666666666666664,580
47.75,578
47.833333333333336,580
47.916666666666664,583
