"Hours since thread went live","Touken Ranbu Kai: Kyoden Moyuru Honnouji - Episode 2 discussion"
39.083333333333336,15
39.166666666666664,14
39.25,12
39.333333333333336,15
39.416666666666664,14
39.5,15
39.583333333333336,14
39.666666666666664,13
39.75,15
39.833333333333336,13
39.916666666666664,12
40,13
40.083333333333336,14
40.166666666666664,15
40.25,13
40.333333333333336,12
40.416666666666664,11
40.5,12
40.583333333333336,12
40.666666666666664,13
40.75,13
40.833333333333336,12
40.916666666666664,12
41,11
41.083333333333336,14
41.166666666666664,12
41.25,11
41.333333333333336,11
41.416666666666664,13
41.5,15
41.583333333333336,13
41.666666666666664,14
41.75,13
41.833333333333336,12
41.916666666666664,13
42,13
42.083333333333336,13
42.166666666666664,11
42.25,14
42.333333333333336,11
42.416666666666664,14
42.5,12
42.583333333333336,11
42.666666666666664,14
42.75,13
42.833333333333336,12
42.916666666666664,12
43,15
43.083333333333336,11
43.166666666666664,14
43.25,13
43.333333333333336,13
43.416666666666664,13
43.5,13
43.583333333333336,12
43.666666666666664,13
43.75,13
43.833333333333336,14
43.916666666666664,14
44,12
44.083333333333336,14
44.166666666666664,13
44.25,13
44.333333333333336,13
44.416666666666664,16
44.5,12
44.583333333333336,12
44.666666666666664,14
44.75,12
44.833333333333336,14
44.916666666666664,13
45,12
45.083333333333336,14
45.166666666666664,15
45.25,14
45.333333333333336,14
45.416666666666664,12
45.5,15
45.583333333333336,12
45.666666666666664,14
45.75,15
45.833333333333336,13
45.916666666666664,15
46,15
46.083333333333336,14
46.166666666666664,14
46.25,15
46.333333333333336,15
46.416666666666664,13
46.5,12
46.583333333333336,13
46.666666666666664,14
46.75,15
46.833333333333336,15
46.916666666666664,14
47,14
47.083333333333336,13
47.166666666666664,15
47.25,14
47.333333333333336,13
47.416666666666664,16
47.5,14
47.583333333333336,16
47.666666666666664,14
47.75,15
47.833333333333336,16
47.916666666666664,16
