"Hours since thread went live","Tsuki ga Michibiku Isekai Douchuu Season 2 • Tsukimichi -Moonlit Fantasy- Season 2 - Episode 8 discussion"
23.916666666666668,693
24,699
24.083333333333332,691
24.166666666666668,695
24.25,701
24.333333333333332,692
24.416666666666668,695
24.5,696
24.583333333333332,697
24.666666666666668,698
24.75,700
24.833333333333332,698
24.916666666666668,701
25,698
25.083333333333332,702
25.166666666666668,694
25.25,702
25.333333333333332,706
25.416666666666668,700
25.5,703
25.583333333333332,702
25.666666666666668,702
25.75,704
25.833333333333332,705
25.916666666666668,705
26,707
26.083333333333332,709
26.166666666666668,707
26.25,704
26.333333333333332,708
26.416666666666668,703
26.5,705
26.583333333333332,704
26.666666666666668,701
26.75,699
26.833333333333332,707
26.916666666666668,707
27,703
27.083333333333332,706
27.166666666666668,710
27.25,710
27.333333333333332,707
27.416666666666668,706
27.5,713
27.583333333333332,709
27.666666666666668,712
27.75,708
27.833333333333332,714
27.916666666666668,710
28,710
28.083333333333332,711
28.166666666666668,715
28.25,717
28.333333333333332,711
28.416666666666668,720
28.5,717
28.583333333333332,715
28.666666666666668,717
28.75,718
28.833333333333332,715
28.916666666666668,722
29,726
29.083333333333332,724
29.166666666666668,724
29.25,725
29.333333333333332,724
29.416666666666668,721
29.5,724
29.583333333333332,722
29.666666666666668,723
29.75,723
29.833333333333332,724
29.916666666666668,725
30,724
30.083333333333332,722
30.166666666666668,728
30.25,727
30.333333333333332,722
30.416666666666668,732
30.5,730
30.583333333333332,733
30.666666666666668,729
30.75,730
30.833333333333332,728
30.916666666666668,733
31,728
31.083333333333332,732
31.166666666666668,730
31.25,737
31.333333333333332,734
31.416666666666668,733
31.5,734
31.583333333333332,729
31.666666666666668,734
31.75,738
31.833333333333332,737
31.916666666666668,731
32,736
32.083333333333336,739
32.166666666666664,738
32.25,738
32.333333333333336,740
32.416666666666664,741
32.5,746
32.583333333333336,736
32.666666666666664,735
32.75,737
32.833333333333336,741
32.916666666666664,740
33,742
33.083333333333336,737
33.166666666666664,740
33.25,744
33.333333333333336,744
33.416666666666664,746
33.5,745
33.583333333333336,745
33.666666666666664,742
33.75,742
33.833333333333336,743
33.916666666666664,748
34,742
34.083333333333336,747
34.166666666666664,747
34.25,749
34.333333333333336,743
34.416666666666664,743
34.5,752
34.583333333333336,749
34.666666666666664,748
34.75,747
34.833333333333336,742
34.916666666666664,743
35,748
35.083333333333336,746
35.166666666666664,748
35.25,743
35.333333333333336,743
35.416666666666664,745
35.5,747
35.583333333333336,745
35.666666666666664,749
35.75,754
35.833333333333336,747
35.916666666666664,749
36,745
36.083333333333336,751
36.166666666666664,747
36.25,744
36.333333333333336,748
36.416666666666664,747
36.5,747
36.583333333333336,748
36.666666666666664,748
36.75,748
36.833333333333336,750
36.916666666666664,754
37,750
37.083333333333336,751
37.166666666666664,746
37.25,747
37.333333333333336,755
37.416666666666664,750
37.5,754
37.583333333333336,746
37.666666666666664,757
37.75,749
37.833333333333336,748
37.916666666666664,748
38,753
38.083333333333336,751
38.166666666666664,754
38.25,754
38.333333333333336,756
38.416666666666664,749
38.5,750
38.583333333333336,754
38.666666666666664,752
38.75,755
38.833333333333336,752
38.916666666666664,753
39,749
39.083333333333336,752
39.166666666666664,760
39.25,754
39.333333333333336,752
39.416666666666664,752
39.5,753
39.583333333333336,754
39.666666666666664,754
39.75,758
39.833333333333336,754
39.916666666666664,755
40,760
40.083333333333336,753
40.166666666666664,755
40.25,755
40.333333333333336,755
40.416666666666664,755
40.5,761
40.583333333333336,754
40.666666666666664,760
40.75,755
40.833333333333336,754
40.916666666666664,752
41,754
41.083333333333336,759
41.166666666666664,754
41.25,756
41.333333333333336,754
41.416666666666664,757
41.5,754
41.583333333333336,755
41.666666666666664,753
41.75,755
41.833333333333336,755
41.916666666666664,755
42,755
42.083333333333336,761
42.166666666666664,758
42.25,758
42.333333333333336,758
42.416666666666664,756
42.5,757
42.583333333333336,760
42.666666666666664,752
42.75,757
42.833333333333336,753
42.916666666666664,762
43,760
43.083333333333336,756
43.166666666666664,757
43.25,753
43.333333333333336,755
43.416666666666664,755
43.5,755
43.583333333333336,758
43.666666666666664,759
43.75,763
43.833333333333336,759
43.916666666666664,757
44,758
44.083333333333336,758
44.166666666666664,760
44.25,755
44.333333333333336,759
44.416666666666664,760
44.5,756
44.583333333333336,759
44.666666666666664,759
44.75,755
44.833333333333336,762
44.916666666666664,758
45,757
45.083333333333336,761
45.166666666666664,760
45.25,758
45.333333333333336,759
45.416666666666664,757
45.5,763
45.583333333333336,759
45.666666666666664,755
45.75,761
45.833333333333336,758
45.916666666666664,757
46,756
46.083333333333336,757
46.166666666666664,756
46.25,764
46.333333333333336,765
46.416666666666664,762
46.5,757
46.583333333333336,756
46.666666666666664,759
46.75,760
46.833333333333336,759
46.916666666666664,762
47,761
47.083333333333336,756
47.166666666666664,761
47.25,761
47.333333333333336,759
47.416666666666664,759
47.5,762
47.583333333333336,761
47.666666666666664,765
47.75,760
47.833333333333336,763
47.916666666666664,765
