"Hours since thread went live","Kyuujitsu no Warumono-san • Mr. Villain's Day Off - Episode 9 discussion"
20.666666666666668,101
20.75,102
20.833333333333332,104
20.916666666666668,108
21,104
21.083333333333332,100
21.166666666666668,101
21.25,102
21.333333333333332,106
21.416666666666668,108
21.5,102
21.583333333333332,106
21.666666666666668,105
21.75,108
21.833333333333332,101
21.916666666666668,105
22,102
22.083333333333332,105
22.166666666666668,101
22.25,104
22.333333333333332,103
22.416666666666668,102
22.5,103
22.583333333333332,109
22.666666666666668,105
22.75,107
22.833333333333332,103
22.916666666666668,104
23,107
23.083333333333332,107
23.166666666666668,105
23.25,105
23.333333333333332,106
23.416666666666668,103
23.5,109
23.583333333333332,103
23.666666666666668,102
23.75,103
23.833333333333332,104
23.916666666666668,106
24,105
24.083333333333332,105
24.166666666666668,107
24.25,106
24.333333333333332,102
24.416666666666668,105
24.5,101
24.583333333333332,108
24.666666666666668,103
24.75,107
24.833333333333332,106
24.916666666666668,107
25,106
25.083333333333332,102
25.166666666666668,105
25.25,106
25.333333333333332,102
25.416666666666668,103
25.5,103
25.583333333333332,104
25.666666666666668,105
25.75,107
25.833333333333332,108
25.916666666666668,106
26,106
26.083333333333332,109
26.166666666666668,108
26.25,103
26.333333333333332,104
26.416666666666668,107
26.5,104
26.583333333333332,108
26.666666666666668,108
26.75,105
26.833333333333332,105
26.916666666666668,107
27,105
27.083333333333332,108
27.166666666666668,107
27.25,103
27.333333333333332,109
27.416666666666668,105
27.5,103
27.583333333333332,106
27.666666666666668,105
27.75,111
27.833333333333332,109
27.916666666666668,108
28,106
28.083333333333332,108
28.166666666666668,106
28.25,109
28.333333333333332,112
28.416666666666668,111
28.5,113
28.583333333333332,108
28.666666666666668,109
28.75,107
28.833333333333332,112
28.916666666666668,110
29,106
29.083333333333332,110
29.166666666666668,110
29.25,112
29.333333333333332,107
29.416666666666668,110
29.5,108
29.583333333333332,110
29.666666666666668,107
29.75,111
29.833333333333332,110
29.916666666666668,113
30,111
30.083333333333332,110
30.166666666666668,111
30.25,110
30.333333333333332,106
30.416666666666668,113
30.5,107
30.583333333333332,112
30.666666666666668,110
30.75,107
30.833333333333332,108
30.916666666666668,112
31,110
31.083333333333332,115
31.166666666666668,112
31.25,113
31.333333333333332,111
31.416666666666668,107
31.5,112
31.583333333333332,110
31.666666666666668,108
31.75,113
31.833333333333332,114
31.916666666666668,113
32,113
32.083333333333336,112
32.166666666666664,109
32.25,107
32.333333333333336,110
32.416666666666664,109
32.5,113
32.583333333333336,108
32.666666666666664,110
32.75,114
32.833333333333336,110
32.916666666666664,111
33,112
33.083333333333336,111
33.166666666666664,113
33.25,112
33.333333333333336,111
33.416666666666664,112
33.5,111
33.583333333333336,114
33.666666666666664,111
33.75,112
33.833333333333336,114
33.916666666666664,113
34,109
34.083333333333336,116
34.166666666666664,113
34.25,115
34.333333333333336,113
34.416666666666664,111
34.5,114
34.583333333333336,111
34.666666666666664,112
34.75,110
34.833333333333336,114
34.916666666666664,115
35,116
35.083333333333336,116
35.166666666666664,112
35.25,115
35.333333333333336,116
35.416666666666664,117
35.5,116
35.583333333333336,116
35.666666666666664,113
35.75,116
35.833333333333336,116
35.916666666666664,116
36,113
36.083333333333336,110
36.166666666666664,114
36.25,114
36.333333333333336,114
36.416666666666664,115
36.5,115
36.583333333333336,112
36.666666666666664,115
36.75,113
36.833333333333336,115
36.916666666666664,116
37,112
37.083333333333336,116
37.166666666666664,111
37.25,117
37.333333333333336,113
37.416666666666664,115
37.5,112
37.583333333333336,114
37.666666666666664,118
37.75,112
37.833333333333336,115
37.916666666666664,115
38,117
38.083333333333336,111
38.166666666666664,112
38.25,114
38.333333333333336,116
38.416666666666664,115
38.5,111
38.583333333333336,116
38.666666666666664,112
38.75,111
38.833333333333336,111
38.916666666666664,115
39,112
39.083333333333336,112
39.166666666666664,114
39.25,117
39.333333333333336,110
39.416666666666664,116
39.5,116
39.583333333333336,114
39.666666666666664,113
39.75,112
39.833333333333336,114
39.916666666666664,117
40,114
40.083333333333336,111
40.166666666666664,114
40.25,114
40.333333333333336,116
40.416666666666664,111
40.5,118
40.583333333333336,118
40.666666666666664,115
40.75,115
40.833333333333336,117
40.916666666666664,113
41,112
41.083333333333336,117
41.166666666666664,115
41.25,111
41.333333333333336,118
41.416666666666664,113
41.5,113
41.583333333333336,117
41.666666666666664,112
41.75,117
41.833333333333336,115
41.916666666666664,117
42,115
42.083333333333336,114
42.166666666666664,114
42.25,114
42.333333333333336,114
42.416666666666664,112
42.5,114
42.583333333333336,113
42.666666666666664,113
42.75,116
42.833333333333336,110
42.916666666666664,110
43,111
43.083333333333336,114
43.166666666666664,110
43.25,111
43.333333333333336,115
43.416666666666664,112
43.5,114
43.583333333333336,114
43.666666666666664,117
43.75,118
43.833333333333336,111
43.916666666666664,118
44,117
44.083333333333336,115
44.166666666666664,116
44.25,119
44.333333333333336,112
44.416666666666664,114
44.5,114
44.583333333333336,115
44.666666666666664,115
44.75,116
44.833333333333336,116
44.916666666666664,114
45,116
45.083333333333336,117
45.166666666666664,114
45.25,115
45.333333333333336,114
45.416666666666664,115
45.5,117
45.583333333333336,112
45.666666666666664,116
45.75,112
45.833333333333336,114
45.916666666666664,116
46,117
46.083333333333336,112
46.166666666666664,118
46.25,116
46.333333333333336,112
46.416666666666664,117
46.5,116
46.583333333333336,118
46.666666666666664,115
46.75,118
46.833333333333336,117
46.916666666666664,117
47,118
47.083333333333336,116
47.166666666666664,119
47.25,116
47.333333333333336,117
47.416666666666664,117
47.5,116
47.583333333333336,113
47.666666666666664,111
47.75,116
47.833333333333336,114
47.916666666666664,114
