"Hours since thread went live","Kimetsu no Yaiba: Yuukaku-hen - Episode 11 discussion"
27.583333333333332,9470
27.666666666666668,9477
27.75,9485
27.833333333333332,9481
27.916666666666668,9488
28,9491
28.083333333333332,9492
28.166666666666668,9494
28.25,9497
28.333333333333332,9511
28.416666666666668,9508
28.5,9513
28.583333333333332,9514
28.666666666666668,9522
28.75,9527
28.833333333333332,9529
28.916666666666668,9533
29,9528
29.083333333333332,9535
29.166666666666668,9535
29.25,9533
29.333333333333332,9547
29.416666666666668,9552
29.5,9553
29.583333333333332,9546
29.666666666666668,9560
29.75,9561
29.833333333333332,9560
29.916666666666668,9566
30,9568
30.5,9573
30.583333333333332,9583
30.666666666666668,9577
30.75,9588
30.833333333333332,9582
30.916666666666668,9586
31,9586
31.083333333333332,9589
31.166666666666668,9599
31.25,9606
31.333333333333332,9609
31.416666666666668,9607
31.5,9610
31.583333333333332,9609
31.666666666666668,9610
31.75,9615
31.833333333333332,9610
31.916666666666668,9619
32,9624
32.083333333333336,9621
32.166666666666664,9621
32.25,9616
32.333333333333336,9619
32.416666666666664,9625
32.5,9633
32.583333333333336,9632
32.666666666666664,9631
32.75,9635
32.833333333333336,9633
32.916666666666664,9636
33,9634
33.083333333333336,9639
33.166666666666664,9644
33.25,9650
33.333333333333336,9647
33.416666666666664,9645
33.5,9655
33.583333333333336,9649
33.666666666666664,9651
33.75,9651
33.833333333333336,9658
33.916666666666664,9659
34,9665
34.083333333333336,9663
34.166666666666664,9665
34.25,9663
34.333333333333336,9673
34.416666666666664,9668
34.5,9674
34.583333333333336,9672
34.666666666666664,9674
34.75,9676
34.833333333333336,9677
34.916666666666664,9686
35,9688
35.083333333333336,9689
35.166666666666664,9684
35.25,9691
35.333333333333336,9691
35.416666666666664,9699
35.5,9694
35.583333333333336,9697
35.666666666666664,9701
35.75,9703
35.833333333333336,9709
35.916666666666664,9701
36,9705
36.083333333333336,9707
36.166666666666664,9707
36.25,9707
36.333333333333336,9714
36.416666666666664,9714
36.5,9715
36.583333333333336,9723
36.666666666666664,9725
36.75,9726
36.833333333333336,9724
36.916666666666664,9720
37,9723
37.083333333333336,9726
37.166666666666664,9727
37.25,9733
37.333333333333336,9734
37.416666666666664,9743
37.5,9739
37.583333333333336,9745
37.666666666666664,9744
37.75,9743
37.833333333333336,9746
37.916666666666664,9744
38,9746
38.083333333333336,9747
38.166666666666664,9747
38.25,9750
38.333333333333336,9752
38.416666666666664,9751
38.5,9748
38.583333333333336,9750
38.666666666666664,9751
38.75,9756
38.833333333333336,9750
38.916666666666664,9753
39,9750
39.083333333333336,9751
39.166666666666664,9752
39.25,9757
39.333333333333336,9758
39.416666666666664,9764
39.5,9764
39.583333333333336,9767
39.666666666666664,9758
39.75,9761
39.833333333333336,9763
39.916666666666664,9766
40,9770
40.083333333333336,9764
40.166666666666664,9774
40.25,9767
40.333333333333336,9772
40.416666666666664,9773
40.5,9782
40.583333333333336,9778
40.666666666666664,9785
40.75,9781
40.833333333333336,9785
40.916666666666664,9781
41,9782
41.083333333333336,9781
41.166666666666664,9788
41.25,9787
41.333333333333336,9790
41.416666666666664,9788
41.5,9798
41.583333333333336,9787
41.666666666666664,9791
41.75,9789
41.833333333333336,9797
41.916666666666664,9793
42,9788
42.083333333333336,9801
42.166666666666664,9798
42.25,9794
42.333333333333336,9800
42.416666666666664,9804
42.5,9807
42.583333333333336,9803
42.666666666666664,9809
42.75,9806
42.833333333333336,9803
42.916666666666664,9808
43,9809
43.083333333333336,9800
43.166666666666664,9810
43.25,9804
43.333333333333336,9805
43.416666666666664,9810
43.5,9808
43.583333333333336,9803
43.666666666666664,9815
43.75,9810
43.833333333333336,9811
43.916666666666664,9817
44,9811
44.083333333333336,9814
44.166666666666664,9814
44.25,9811
44.333333333333336,9807
44.416666666666664,9814
44.5,9815
44.583333333333336,9822
44.666666666666664,9813
44.75,9824
44.833333333333336,9815
44.916666666666664,9817
45,9819
45.083333333333336,9824
45.166666666666664,9815
45.25,9827
45.333333333333336,9823
45.416666666666664,9827
45.5,9830
45.583333333333336,9823
45.666666666666664,9829
45.75,9824
45.833333333333336,9836
45.916666666666664,9833
46,9828
46.083333333333336,9829
46.166666666666664,9825
46.25,9832
46.333333333333336,9831
46.416666666666664,9831
46.5,9830
46.583333333333336,9838
46.666666666666664,9836
46.75,9842
46.833333333333336,9833
46.916666666666664,9834
47,9833
47.083333333333336,9840
47.166666666666664,9846
47.25,9841
47.333333333333336,9838
47.416666666666664,9844
47.5,9843
47.583333333333336,9847
47.666666666666664,9850
47.75,9842
47.833333333333336,9843
47.916666666666664,9846
