"Hours since thread went live","Bartender: Kami no Glass • Bartender: Glass of God - Episode 5 discussion"
39.166666666666664,414
39.25,409
39.333333333333336,414
39.416666666666664,415
39.5,418
39.583333333333336,418
39.666666666666664,417
39.75,412
39.833333333333336,420
39.916666666666664,417
40,417
40.083333333333336,411
40.166666666666664,416
40.25,414
40.333333333333336,413
40.416666666666664,412
40.5,417
40.583333333333336,420
40.666666666666664,417
40.75,417
40.833333333333336,410
40.916666666666664,421
41,418
41.083333333333336,418
41.166666666666664,422
41.25,414
41.333333333333336,423
41.416666666666664,419
41.5,417
41.583333333333336,422
41.666666666666664,413
41.75,416
41.833333333333336,422
41.916666666666664,418
42,420
42.083333333333336,418
42.166666666666664,419
42.25,420
42.333333333333336,417
42.416666666666664,419
42.5,413
42.583333333333336,420
42.666666666666664,424
42.75,419
42.833333333333336,414
42.916666666666664,415
43,417
43.083333333333336,420
43.166666666666664,416
43.25,414
43.333333333333336,416
43.416666666666664,417
43.5,419
43.583333333333336,416
43.666666666666664,417
43.75,422
43.833333333333336,419
43.916666666666664,419
44,419
44.083333333333336,418
44.166666666666664,422
44.25,423
44.333333333333336,422
44.416666666666664,415
44.5,422
44.583333333333336,418
44.666666666666664,423
44.75,425
44.833333333333336,419
44.916666666666664,425
45,423
45.083333333333336,420
45.166666666666664,422
45.25,420
45.333333333333336,418
45.416666666666664,422
45.5,420
45.583333333333336,420
45.666666666666664,422
45.75,421
45.833333333333336,422
45.916666666666664,422
46,420
46.083333333333336,423
46.166666666666664,418
46.25,430
46.333333333333336,419
46.416666666666664,426
46.5,425
46.583333333333336,422
46.666666666666664,426
46.75,428
46.833333333333336,420
46.916666666666664,419
47,427
47.083333333333336,425
47.166666666666664,420
47.25,419
47.333333333333336,423
47.416666666666664,424
47.5,424
47.583333333333336,423
47.666666666666664,423
47.75,423
47.833333333333336,425
47.916666666666664,426
