"Hours since thread went live","Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Part 2 • The Misfit of Demon King Academy II Part 2 - Episode 5 discussion"
25.833333333333332,269
25.916666666666668,272
26,272
26.083333333333332,270
26.166666666666668,266
26.25,268
26.333333333333332,272
26.416666666666668,270
26.5,272
26.583333333333332,271
26.666666666666668,272
26.75,266
26.833333333333332,271
26.916666666666668,269
27,272
27.083333333333332,266
27.166666666666668,273
27.25,268
27.333333333333332,270
27.416666666666668,270
27.5,275
27.583333333333332,271
27.666666666666668,269
27.75,276
27.833333333333332,275
27.916666666666668,274
28,274
28.083333333333332,274
28.166666666666668,276
28.25,272
28.333333333333332,274
28.416666666666668,274
28.5,275
28.583333333333332,276
28.666666666666668,276
28.75,274
28.833333333333332,273
28.916666666666668,277
29,281
29.083333333333332,278
29.166666666666668,279
29.25,275
29.333333333333332,281
29.416666666666668,279
29.5,274
29.583333333333332,277
29.666666666666668,276
29.75,279
29.833333333333332,277
29.916666666666668,273
30,272
30.083333333333332,276
30.166666666666668,277
30.25,274
30.333333333333332,275
30.416666666666668,276
30.5,276
30.583333333333332,275
30.666666666666668,276
30.75,274
30.833333333333332,277
30.916666666666668,276
31,276
31.083333333333332,277
31.166666666666668,274
31.25,278
31.333333333333332,278
31.416666666666668,273
31.5,278
31.583333333333332,278
31.666666666666668,274
31.75,274
31.833333333333332,274
31.916666666666668,273
32,276
32.083333333333336,277
32.166666666666664,275
32.25,275
32.333333333333336,274
32.416666666666664,281
32.5,279
32.583333333333336,273
32.666666666666664,280
32.75,280
32.833333333333336,275
32.916666666666664,279
33,279
33.083333333333336,277
33.166666666666664,279
33.25,276
33.333333333333336,281
33.416666666666664,276
33.5,277
33.583333333333336,276
33.666666666666664,279
33.75,282
33.833333333333336,280
33.916666666666664,280
34,280
34.083333333333336,275
34.166666666666664,276
34.25,277
34.333333333333336,277
34.416666666666664,277
34.5,281
34.583333333333336,275
34.666666666666664,276
34.75,278
34.833333333333336,278
34.916666666666664,278
35,279
35.083333333333336,277
35.166666666666664,277
35.25,280
35.333333333333336,279
35.416666666666664,278
35.5,277
35.583333333333336,278
35.666666666666664,276
35.75,276
35.833333333333336,278
35.916666666666664,277
36,279
36.083333333333336,276
36.166666666666664,277
36.25,277
36.333333333333336,277
36.416666666666664,278
36.5,277
36.583333333333336,279
36.666666666666664,279
36.75,279
36.833333333333336,277
36.916666666666664,280
37,277
37.083333333333336,279
37.166666666666664,277
37.25,276
37.333333333333336,282
37.416666666666664,276
37.5,279
37.583333333333336,279
37.666666666666664,279
37.75,282
37.833333333333336,278
37.916666666666664,275
38,276
38.083333333333336,281
38.166666666666664,281
38.25,277
38.333333333333336,277
38.416666666666664,275
38.5,282
38.583333333333336,279
38.666666666666664,283
38.75,278
38.833333333333336,280
38.916666666666664,279
39,283
39.083333333333336,284
39.166666666666664,279
39.25,279
39.333333333333336,280
39.416666666666664,279
39.5,276
39.583333333333336,280
39.666666666666664,283
39.75,280
39.833333333333336,283
39.916666666666664,278
40,279
40.083333333333336,283
40.166666666666664,283
40.25,281
40.333333333333336,285
40.416666666666664,281
40.5,282
40.583333333333336,279
40.666666666666664,278
40.75,278
40.833333333333336,281
40.916666666666664,281
41,283
41.083333333333336,279
41.166666666666664,284
41.25,283
41.333333333333336,282
41.416666666666664,278
41.5,283
41.583333333333336,282
41.666666666666664,284
41.75,283
41.833333333333336,282
41.916666666666664,282
42,283
42.083333333333336,281
42.166666666666664,278
42.25,282
42.333333333333336,281
42.416666666666664,278
42.5,282
42.583333333333336,283
42.666666666666664,280
42.75,283
42.833333333333336,283
42.916666666666664,284
43,283
43.083333333333336,283
43.166666666666664,286
43.25,282
43.333333333333336,282
43.416666666666664,287
43.5,285
43.583333333333336,279
43.666666666666664,283
43.75,281
43.833333333333336,286
43.916666666666664,283
44,286
44.083333333333336,283
44.166666666666664,283
44.25,283
44.333333333333336,283
44.416666666666664,280
44.5,286
44.583333333333336,283
44.666666666666664,281
44.75,279
44.833333333333336,281
44.916666666666664,282
45,285
45.083333333333336,283
45.166666666666664,284
45.25,283
45.333333333333336,286
45.416666666666664,284
45.5,282
45.583333333333336,283
45.666666666666664,280
45.75,281
45.833333333333336,285
45.916666666666664,287
46,283
46.083333333333336,284
46.166666666666664,282
46.25,285
46.333333333333336,286
46.416666666666664,283
46.5,285
46.583333333333336,282
46.666666666666664,283
46.75,284
46.833333333333336,282
46.916666666666664,281
47,282
47.083333333333336,284
47.166666666666664,286
47.25,281
47.333333333333336,282
47.416666666666664,284
47.5,282
47.583333333333336,283
47.666666666666664,284
47.75,284
47.833333333333336,288
47.916666666666664,289
