"Hours since thread went live","Mobile Suit Gundam: Suisei no Majo Season 2 • Mobile Suit Gundam: The Witch from Mercury Season 2 - Episode 12 discussion - FINAL"
13.916666666666666,2396
14,2395
14.083333333333334,2407
14.166666666666666,2413
14.25,2415
14.333333333333334,2415
14.416666666666666,2418
14.5,2425
14.583333333333334,2422
14.666666666666666,2430
14.75,2437
14.833333333333334,2446
14.916666666666666,2446
15,2453
15.083333333333334,2462
15.166666666666666,2465
15.25,2470
15.333333333333334,2471
15.416666666666666,2475
15.5,2483
15.583333333333334,2477
15.666666666666666,2482
15.75,2487
15.833333333333334,2499
15.916666666666666,2497
16,2499
16.083333333333332,2507
16.166666666666668,2516
16.25,2518
16.333333333333332,2522
16.416666666666668,2516
16.5,2524
16.583333333333332,2528
16.666666666666668,2534
16.75,2541
16.833333333333332,2543
16.916666666666668,2548
17,2551
17.083333333333332,2556
17.166666666666668,2558
17.25,2563
17.333333333333332,2564
17.416666666666668,2565
17.5,2572
17.583333333333332,2573
17.666666666666668,2578
17.75,2581
17.833333333333332,2583
17.916666666666668,2580
18,2588
18.083333333333332,2593
18.166666666666668,2591
18.25,2596
18.333333333333332,2603
18.416666666666668,2600
18.5,2603
18.583333333333332,2606
18.666666666666668,2611
18.75,2616
18.833333333333332,2624
18.916666666666668,2629
19,2627
19.083333333333332,2636
19.166666666666668,2642
19.25,2640
19.333333333333332,2647
19.416666666666668,2656
19.5,2658
19.583333333333332,2657
19.666666666666668,2659
19.75,2665
19.833333333333332,2662
19.916666666666668,2670
20,2677
20.083333333333332,2676
20.166666666666668,2678
20.25,2687
20.333333333333332,2684
20.416666666666668,2685
20.5,2683
20.583333333333332,2689
20.666666666666668,2687
20.75,2691
20.833333333333332,2696
20.916666666666668,2695
21,2700
21.083333333333332,2703
21.166666666666668,2711
21.25,2707
21.333333333333332,2711
21.416666666666668,2713
21.5,2721
21.583333333333332,2723
21.666666666666668,2732
21.75,2734
21.833333333333332,2735
21.916666666666668,2738
22,2738
22.083333333333332,2745
22.166666666666668,2750
22.25,2749
22.333333333333332,2754
22.416666666666668,2755
22.5,2757
22.583333333333332,2755
22.666666666666668,2762
22.75,2757
22.833333333333332,2760
22.916666666666668,2761
23,2766
23.083333333333332,2763
23.166666666666668,2768
23.25,2774
23.333333333333332,2775
23.416666666666668,2776
23.5,2777
23.583333333333332,2778
23.666666666666668,2777
23.75,2784
23.833333333333332,2780
23.916666666666668,2781
24,2784
24.083333333333332,2784
24.166666666666668,2787
24.25,2785
24.333333333333332,2782
24.416666666666668,2784
24.5,2784
24.583333333333332,2781
24.666666666666668,2780
24.75,2783
24.833333333333332,2785
24.916666666666668,2787
25,2791
25.083333333333332,2788
25.166666666666668,2794
25.25,2792
25.333333333333332,2792
25.416666666666668,2794
25.5,2791
25.583333333333332,2797
25.666666666666668,2794
25.75,2794
25.833333333333332,2799
25.916666666666668,2795
26,2797
26.083333333333332,2794
26.166666666666668,2792
26.25,2799
26.333333333333332,2799
26.416666666666668,2798
26.5,2802
26.583333333333332,2803
26.666666666666668,2797
26.75,2801
26.833333333333332,2806
26.916666666666668,2806
27,2803
27.083333333333332,2807
27.166666666666668,2813
27.25,2813
27.333333333333332,2812
27.416666666666668,2809
27.5,2815
27.583333333333332,2813
27.666666666666668,2814
27.75,2815
27.833333333333332,2813
27.916666666666668,2814
28,2816
28.083333333333332,2819
28.166666666666668,2822
28.25,2825
28.333333333333332,2820
28.416666666666668,2819
28.5,2827
28.583333333333332,2824
28.666666666666668,2828
28.75,2830
28.833333333333332,2833
28.916666666666668,2833
29,2832
29.083333333333332,2835
29.166666666666668,2832
29.25,2833
29.333333333333332,2829
29.416666666666668,2834
29.5,2839
29.583333333333332,2838
29.666666666666668,2834
29.75,2842
29.833333333333332,2842
29.916666666666668,2844
30,2849
30.083333333333332,2844
30.166666666666668,2844
30.25,2850
30.333333333333332,2853
30.416666666666668,2853
30.5,2856
30.583333333333332,2855
30.666666666666668,2855
30.75,2853
30.833333333333332,2855
30.916666666666668,2864
31,2862
31.083333333333332,2864
31.166666666666668,2862
31.25,2868
31.333333333333332,2866
31.416666666666668,2872
31.5,2866
31.583333333333332,2872
31.666666666666668,2870
31.75,2871
31.833333333333332,2879
31.916666666666668,2873
32,2881
32.083333333333336,2876
32.166666666666664,2882
32.25,2876
32.333333333333336,2876
32.416666666666664,2876
32.5,2875
32.583333333333336,2881
32.666666666666664,2881
32.75,2880
32.833333333333336,2882
32.916666666666664,2879
33,2885
33.083333333333336,2888
33.166666666666664,2886
33.25,2884
33.333333333333336,2890
33.416666666666664,2884
33.5,2887
33.583333333333336,2894
33.666666666666664,2889
33.75,2891
33.833333333333336,2892
33.916666666666664,2891
34,2891
34.083333333333336,2885
34.166666666666664,2889
34.25,2891
34.333333333333336,2896
34.416666666666664,2893
34.5,2894
34.583333333333336,2894
34.666666666666664,2899
34.75,2901
34.833333333333336,2896
34.916666666666664,2894
35,2900
35.083333333333336,2899
35.166666666666664,2902
35.25,2898
35.333333333333336,2901
35.416666666666664,2900
35.5,2899
35.583333333333336,2900
35.666666666666664,2901
35.75,2899
35.833333333333336,2901
35.916666666666664,2905
36,2903
36.083333333333336,2907
36.166666666666664,2908
36.25,2905
36.333333333333336,2913
36.416666666666664,2910
36.5,2907
36.583333333333336,2913
36.666666666666664,2912
36.75,2907
36.833333333333336,2913
36.916666666666664,2911
37,2911
37.083333333333336,2913
37.166666666666664,2908
37.25,2913
37.333333333333336,2915
37.416666666666664,2914
37.5,2920
37.583333333333336,2919
37.666666666666664,2915
37.75,2922
37.833333333333336,2915
37.916666666666664,2919
38,2916
38.083333333333336,2921
38.166666666666664,2921
38.25,2919
38.333333333333336,2923
38.416666666666664,2917
38.5,2918
38.583333333333336,2922
38.666666666666664,2918
38.75,2927
38.833333333333336,2929
38.916666666666664,2922
39,2920
39.083333333333336,2929
39.166666666666664,2925
39.25,2928
39.333333333333336,2923
39.416666666666664,2924
39.5,2927
39.583333333333336,2932
39.666666666666664,2921
39.75,2925
39.833333333333336,2927
39.916666666666664,2926
40,2927
40.083333333333336,2927
40.166666666666664,2932
40.25,2935
40.333333333333336,2931
40.416666666666664,2932
40.5,2929
40.583333333333336,2937
40.666666666666664,2940
40.75,2938
40.833333333333336,2932
40.916666666666664,2932
41,2937
41.083333333333336,2939
41.166666666666664,2932
41.25,2940
41.333333333333336,2937
41.416666666666664,2937
41.5,2935
41.583333333333336,2935
41.666666666666664,2946
41.75,2940
41.833333333333336,2943
41.916666666666664,2940
42,2941
42.083333333333336,2940
42.166666666666664,2947
42.25,2944
42.333333333333336,2948
42.416666666666664,2947
42.5,2943
42.583333333333336,2947
42.666666666666664,2945
42.75,2951
42.833333333333336,2953
42.916666666666664,2952
43,2956
43.083333333333336,2954
43.166666666666664,2950
43.25,2955
43.333333333333336,2951
43.416666666666664,2953
43.5,2954
43.583333333333336,2948
43.666666666666664,2952
43.75,2956
43.833333333333336,2952
43.916666666666664,2954
44,2951
44.083333333333336,2956
44.166666666666664,2949
44.25,2952
44.333333333333336,2961
44.416666666666664,2958
44.5,2951
44.583333333333336,2955
44.666666666666664,2955
44.75,2953
44.833333333333336,2955
44.916666666666664,2958
45,2955
45.083333333333336,2961
45.166666666666664,2961
45.25,2960
45.333333333333336,2965
45.416666666666664,2960
45.5,2956
45.583333333333336,2965
45.666666666666664,2964
45.75,2970
45.833333333333336,2965
45.916666666666664,2969
46,2963
46.083333333333336,2967
46.166666666666664,2969
46.25,2966
46.333333333333336,2971
46.416666666666664,2968
46.5,2965
46.583333333333336,2969
46.666666666666664,2964
46.75,2962
46.833333333333336,2971
46.916666666666664,2966
47,2972
47.083333333333336,2965
47.166666666666664,2969
47.25,2967
47.333333333333336,2965
47.416666666666664,2970
47.5,2970
47.583333333333336,2971
47.666666666666664,2971
47.75,2970
47.833333333333336,2967
47.916666666666664,2973
