"Hours since thread went live","Sasaki to Pii-chan • Sasaki and Peeps - Episode 10 discussion"
33.583333333333336,217
33.666666666666664,214
33.75,216
33.833333333333336,214
33.916666666666664,215
34,214
34.083333333333336,218
34.166666666666664,215
34.25,216
34.333333333333336,215
34.416666666666664,216
34.5,219
34.583333333333336,219
34.666666666666664,212
34.75,214
34.833333333333336,218
34.916666666666664,216
35,214
35.083333333333336,218
35.166666666666664,214
35.25,217
35.333333333333336,212
35.416666666666664,216
35.5,218
35.583333333333336,219
35.666666666666664,214
35.75,212
35.833333333333336,218
35.916666666666664,216
36,217
36.083333333333336,214
36.166666666666664,212
36.25,213
36.333333333333336,219
36.416666666666664,218
36.5,211
36.583333333333336,216
36.666666666666664,218
36.75,217
36.833333333333336,212
36.916666666666664,218
37,215
37.083333333333336,213
37.166666666666664,215
37.25,217
37.333333333333336,216
37.416666666666664,212
37.5,211
37.583333333333336,214
37.666666666666664,213
37.75,218
37.833333333333336,215
37.916666666666664,211
38,215
38.083333333333336,217
38.166666666666664,214
38.25,218
38.333333333333336,214
38.416666666666664,217
38.5,217
38.583333333333336,216
38.666666666666664,214
38.75,215
38.833333333333336,218
38.916666666666664,212
39,217
39.083333333333336,218
39.166666666666664,219
39.25,216
39.333333333333336,218
39.416666666666664,213
39.5,216
39.583333333333336,213
39.666666666666664,216
39.75,215
39.833333333333336,216
39.916666666666664,213
40,218
40.083333333333336,216
40.166666666666664,218
40.25,220
40.333333333333336,219
40.416666666666664,214
40.5,214
40.583333333333336,213
40.666666666666664,215
40.75,212
40.833333333333336,216
40.916666666666664,215
41,215
41.083333333333336,219
41.166666666666664,219
41.25,215
41.333333333333336,215
41.416666666666664,215
41.5,215
41.583333333333336,220
41.666666666666664,217
41.75,214
41.833333333333336,216
41.916666666666664,217
42,214
42.083333333333336,217
42.166666666666664,219
42.25,217
42.333333333333336,215
42.416666666666664,217
42.5,217
42.583333333333336,217
42.666666666666664,220
42.75,218
42.833333333333336,218
42.916666666666664,219
43,217
43.083333333333336,216
43.166666666666664,217
43.25,217
43.333333333333336,214
43.416666666666664,217
43.5,218
43.583333333333336,221
43.666666666666664,214
43.75,218
43.833333333333336,219
43.916666666666664,217
44,218
44.083333333333336,220
44.166666666666664,216
44.25,218
44.333333333333336,217
44.416666666666664,213
44.5,220
44.583333333333336,214
44.666666666666664,217
44.75,214
44.833333333333336,216
44.916666666666664,213
45,214
45.083333333333336,215
45.166666666666664,215
45.25,216
45.333333333333336,217
45.416666666666664,220
45.5,219
45.583333333333336,219
45.666666666666664,219
45.75,217
45.833333333333336,222
45.916666666666664,217
46,217
46.083333333333336,220
46.166666666666664,218
46.25,216
46.333333333333336,217
46.416666666666664,217
46.5,218
46.583333333333336,214
46.666666666666664,216
46.75,220
46.833333333333336,221
46.916666666666664,218
47,216
47.083333333333336,214
47.166666666666664,221
47.25,215
47.333333333333336,219
47.416666666666664,218
47.5,214
47.583333333333336,218
47.666666666666664,216
47.75,215
47.833333333333336,220
47.916666666666664,214
