"Hours since thread went live","Kage no Jitsuryokusha ni Naritakute! Season 2 • The Eminence in Shadow Season 2 - Episode 2 discussion"
35.25,2560
35.333333333333336,2557
35.416666666666664,2556
35.5,2562
35.583333333333336,2564
35.666666666666664,2569
35.75,2562
35.833333333333336,2571
35.916666666666664,2572
36,2568
36.083333333333336,2569
36.166666666666664,2571
36.25,2568
36.333333333333336,2570
36.416666666666664,2577
36.5,2573
36.583333333333336,2570
36.666666666666664,2576
36.75,2574
36.833333333333336,2573
36.916666666666664,2580
37,2580
37.083333333333336,2579
37.166666666666664,2575
37.25,2575
37.333333333333336,2580
37.416666666666664,2575
37.5,2585
37.583333333333336,2577
37.666666666666664,2583
37.75,2585
37.833333333333336,2587
37.916666666666664,2581
38,2579
38.083333333333336,2588
38.166666666666664,2590
38.25,2582
38.333333333333336,2584
38.416666666666664,2586
38.5,2589
38.583333333333336,2590
38.666666666666664,2585
38.75,2590
38.833333333333336,2589
38.916666666666664,2587
39,2583
39.083333333333336,2590
39.166666666666664,2589
39.25,2591
39.333333333333336,2592
39.416666666666664,2593
39.5,2588
39.583333333333336,2589
39.666666666666664,2590
39.75,2593
39.833333333333336,2595
39.916666666666664,2593
40,2589
40.083333333333336,2596
40.166666666666664,2595
40.25,2598
40.333333333333336,2591
40.416666666666664,2596
40.5,2593
40.583333333333336,2592
40.666666666666664,2598
40.75,2596
40.833333333333336,2592
40.916666666666664,2595
41,2599
41.083333333333336,2600
41.166666666666664,2600
41.25,2595
41.333333333333336,2600
41.416666666666664,2602
41.5,2602
41.583333333333336,2603
41.666666666666664,2606
41.75,2606
41.833333333333336,2602
41.916666666666664,2600
42,2598
42.083333333333336,2602
42.166666666666664,2605
42.25,2611
42.333333333333336,2608
42.416666666666664,2608
42.5,2608
42.583333333333336,2605
42.666666666666664,2608
42.75,2605
42.833333333333336,2614
42.916666666666664,2606
43,2614
43.083333333333336,2609
43.166666666666664,2613
43.25,2611
43.333333333333336,2613
43.416666666666664,2607
43.5,2616
43.583333333333336,2609
43.666666666666664,2614
43.75,2614
43.833333333333336,2609
43.916666666666664,2611
44,2614
44.083333333333336,2615
44.166666666666664,2613
44.25,2613
44.333333333333336,2613
44.416666666666664,2617
44.5,2610
44.583333333333336,2613
44.666666666666664,2615
44.75,2616
44.833333333333336,2615
44.916666666666664,2614
45,2620
45.083333333333336,2621
45.166666666666664,2617
45.25,2614
45.333333333333336,2618
45.416666666666664,2619
45.5,2618
45.583333333333336,2617
45.666666666666664,2618
45.75,2626
45.833333333333336,2614
45.916666666666664,2621
46,2617
46.083333333333336,2623
46.166666666666664,2623
46.25,2629
46.333333333333336,2628
46.416666666666664,2624
46.5,2624
46.583333333333336,2626
46.666666666666664,2627
46.75,2626
46.833333333333336,2625
46.916666666666664,2620
47,2625
47.083333333333336,2622
47.166666666666664,2623
47.25,2628
47.333333333333336,2624
47.416666666666664,2628
47.5,2627
47.583333333333336,2624
47.666666666666664,2629
47.75,2628
47.833333333333336,2626
47.916666666666664,2633
