"Hours since thread went live","High Card Season 2 - Episode 23 discussion"
35.583333333333336,70
35.666666666666664,66
35.75,70
35.833333333333336,70
35.916666666666664,66
36,66
36.083333333333336,72
36.166666666666664,72
36.25,68
36.333333333333336,65
36.416666666666664,68
36.5,64
36.583333333333336,68
36.666666666666664,66
36.75,64
36.833333333333336,69
36.916666666666664,71
37,68
37.083333333333336,68
37.166666666666664,66
37.25,72
37.333333333333336,66
37.416666666666664,68
37.5,70
37.583333333333336,66
37.666666666666664,69
37.75,72
37.833333333333336,69
37.916666666666664,70
38,70
38.083333333333336,73
38.166666666666664,72
38.25,70
38.333333333333336,74
38.416666666666664,74
38.5,70
38.583333333333336,74
38.666666666666664,71
38.75,68
38.833333333333336,71
38.916666666666664,69
39,74
39.083333333333336,70
39.166666666666664,70
39.25,72
39.333333333333336,71
39.416666666666664,71
39.5,68
39.583333333333336,70
39.666666666666664,68
39.75,70
39.833333333333336,72
39.916666666666664,75
40,71
40.083333333333336,69
40.166666666666664,74
40.25,67
40.333333333333336,70
40.416666666666664,74
40.5,75
40.583333333333336,72
40.666666666666664,70
40.75,68
40.833333333333336,72
40.916666666666664,73
41,71
41.083333333333336,70
41.166666666666664,71
41.25,72
41.333333333333336,67
41.416666666666664,72
41.5,71
41.583333333333336,72
41.666666666666664,71
41.75,70
41.833333333333336,72
41.916666666666664,72
42,72
42.083333333333336,69
42.166666666666664,75
42.25,70
42.333333333333336,73
42.416666666666664,70
42.5,69
42.583333333333336,73
42.666666666666664,70
42.75,71
42.833333333333336,69
42.916666666666664,72
43,70
43.083333333333336,72
43.166666666666664,71
43.25,73
43.333333333333336,70
43.416666666666664,68
43.5,67
43.583333333333336,73
43.666666666666664,69
43.75,69
43.833333333333336,68
43.916666666666664,72
44,72
44.083333333333336,71
44.166666666666664,73
44.25,70
44.333333333333336,73
44.416666666666664,71
44.5,69
44.583333333333336,73
44.666666666666664,75
44.75,73
44.833333333333336,74
44.916666666666664,74
45,71
45.083333333333336,69
45.166666666666664,70
45.25,70
45.333333333333336,70
45.416666666666664,75
45.5,71
45.583333333333336,73
45.666666666666664,70
45.75,71
45.833333333333336,72
45.916666666666664,68
46,72
46.083333333333336,68
46.166666666666664,72
46.25,72
46.333333333333336,72
46.416666666666664,68
46.5,71
46.583333333333336,74
46.666666666666664,70
46.75,70
46.833333333333336,73
46.916666666666664,70
47,69
47.083333333333336,69
47.166666666666664,70
47.25,71
47.333333333333336,74
47.416666666666664,74
47.5,71
47.583333333333336,71
47.666666666666664,69
47.75,68
47.833333333333336,72
47.916666666666664,75
