"Hours since thread went live","Himitsu no AiPri - Episode 3 discussion"
36.25,11
36.333333333333336,10
36.416666666666664,12
36.5,10
36.583333333333336,12
36.666666666666664,11
36.75,11
36.833333333333336,14
36.916666666666664,11
37,11
37.083333333333336,11
37.166666666666664,11
37.25,14
37.333333333333336,13
37.416666666666664,14
37.5,11
37.583333333333336,13
37.666666666666664,10
37.75,13
37.833333333333336,13
37.916666666666664,12
38,13
38.083333333333336,10
38.166666666666664,12
38.25,12
38.333333333333336,12
38.416666666666664,13
38.5,11
38.583333333333336,11
38.666666666666664,12
38.75,13
38.833333333333336,12
38.916666666666664,13
39,13
39.083333333333336,12
39.166666666666664,12
39.25,12
39.333333333333336,11
39.416666666666664,12
39.5,11
39.583333333333336,10
39.666666666666664,12
39.75,11
39.833333333333336,12
39.916666666666664,12
40,14
40.083333333333336,13
40.166666666666664,12
40.25,11
40.333333333333336,12
40.416666666666664,11
40.5,11
40.583333333333336,11
40.666666666666664,11
40.75,12
40.833333333333336,11
40.916666666666664,10
41,11
41.083333333333336,13
41.166666666666664,13
41.25,12
41.333333333333336,12
41.416666666666664,12
41.5,12
41.583333333333336,12
41.666666666666664,11
41.75,12
41.833333333333336,12
41.916666666666664,13
42,12
42.083333333333336,11
42.166666666666664,11
42.25,11
42.333333333333336,12
42.416666666666664,13
42.5,11
42.583333333333336,12
42.666666666666664,11
42.75,11
42.833333333333336,11
42.916666666666664,11
43,12
43.083333333333336,12
43.166666666666664,13
43.25,11
43.333333333333336,12
43.416666666666664,12
43.5,11
43.583333333333336,11
43.666666666666664,13
43.75,12
43.833333333333336,10
43.916666666666664,10
44,11
44.083333333333336,10
44.166666666666664,13
44.25,12
44.333333333333336,12
44.416666666666664,13
44.5,12
44.583333333333336,11
44.666666666666664,11
44.75,13
44.833333333333336,13
44.916666666666664,13
45,12
45.083333333333336,10
45.166666666666664,11
45.25,11
45.333333333333336,14
45.416666666666664,11
45.5,13
45.583333333333336,13
45.666666666666664,12
45.75,13
45.833333333333336,12
45.916666666666664,12
46,11
46.083333333333336,13
46.166666666666664,11
46.25,11
46.333333333333336,11
46.416666666666664,13
46.5,11
46.583333333333336,11
46.666666666666664,12
46.75,12
46.833333333333336,11
46.916666666666664,13
47,13
47.083333333333336,13
47.166666666666664,13
47.25,12
47.333333333333336,10
47.416666666666664,12
47.5,12
47.583333333333336,13
47.666666666666664,13
47.75,12
47.833333333333336,12
47.916666666666664,13
