"Hours since thread went live","Megumi no Daigo: Kyuukoku no Orange • Firefighter Daigo: Rescuer in Orange - Episode 21 discussion"
26.25,22
26.333333333333332,22
26.416666666666668,23
26.5,20
26.583333333333332,21
26.666666666666668,23
26.75,20
26.833333333333332,19
26.916666666666668,21
27,21
27.083333333333332,22
27.166666666666668,21
27.25,20
27.333333333333332,20
27.416666666666668,21
27.5,22
27.583333333333332,21
27.666666666666668,23
27.75,22
27.833333333333332,21
27.916666666666668,22
28,19
28.083333333333332,22
28.166666666666668,21
28.25,21
28.333333333333332,22
28.416666666666668,19
28.5,20
28.583333333333332,21
28.666666666666668,22
28.75,22
28.833333333333332,21
28.916666666666668,22
29,23
29.083333333333332,22
29.166666666666668,23
29.25,20
29.333333333333332,20
29.416666666666668,22
29.5,20
29.583333333333332,21
29.666666666666668,19
29.75,22
29.833333333333332,21
29.916666666666668,19
30,21
30.083333333333332,22
30.166666666666668,23
30.25,23
30.333333333333332,21
30.416666666666668,22
30.5,22
30.583333333333332,21
30.666666666666668,21
30.75,22
30.833333333333332,22
30.916666666666668,20
31,21
31.083333333333332,22
31.166666666666668,22
31.25,19
31.333333333333332,20
31.416666666666668,21
31.5,20
31.583333333333332,22
31.666666666666668,21
31.75,22
31.833333333333332,20
31.916666666666668,23
32,21
32.083333333333336,23
32.166666666666664,22
32.25,19
32.333333333333336,20
32.416666666666664,23
32.5,20
32.583333333333336,21
32.666666666666664,22
32.75,19
32.833333333333336,21
32.916666666666664,23
33,20
33.083333333333336,21
33.166666666666664,22
33.25,21
33.333333333333336,19
33.416666666666664,20
33.5,20
33.583333333333336,23
33.666666666666664,23
33.75,21
33.833333333333336,22
33.916666666666664,20
34,22
34.083333333333336,24
34.166666666666664,21
34.25,22
34.333333333333336,23
34.416666666666664,22
34.5,22
34.583333333333336,23
34.666666666666664,21
34.75,23
34.833333333333336,21
34.916666666666664,20
35,21
35.083333333333336,22
35.166666666666664,23
35.25,24
35.333333333333336,23
35.416666666666664,23
35.5,22
35.583333333333336,21
35.666666666666664,21
35.75,23
35.833333333333336,20
35.916666666666664,20
36,22
36.083333333333336,23
36.166666666666664,21
36.25,20
36.333333333333336,23
36.416666666666664,21
36.5,24
36.583333333333336,23
36.666666666666664,22
36.75,21
36.833333333333336,21
36.916666666666664,23
37,21
37.083333333333336,22
37.166666666666664,22
37.25,22
37.333333333333336,22
37.416666666666664,20
37.5,20
37.583333333333336,22
37.666666666666664,23
37.75,21
37.833333333333336,24
37.916666666666664,20
38,23
38.083333333333336,24
38.166666666666664,21
38.25,24
38.333333333333336,21
38.416666666666664,22
38.5,21
38.583333333333336,22
38.666666666666664,20
38.75,22
38.833333333333336,21
38.916666666666664,22
39,23
39.083333333333336,21
39.166666666666664,23
39.25,22
39.333333333333336,21
39.416666666666664,22
39.5,20
39.583333333333336,22
39.666666666666664,22
39.75,21
39.833333333333336,22
39.916666666666664,20
40,20
40.083333333333336,24
40.166666666666664,22
40.25,24
40.333333333333336,22
40.416666666666664,21
40.5,23
40.583333333333336,21
40.666666666666664,22
40.75,22
40.833333333333336,21
40.916666666666664,20
41,20
41.083333333333336,22
41.166666666666664,20
41.25,21
41.333333333333336,20
41.416666666666664,20
41.5,22
41.583333333333336,22
41.666666666666664,21
41.75,24
41.833333333333336,24
41.916666666666664,22
42,21
42.083333333333336,22
42.166666666666664,22
42.25,22
42.333333333333336,23
42.416666666666664,21
42.5,22
42.583333333333336,22
42.666666666666664,22
42.75,21
42.833333333333336,22
42.916666666666664,24
43,22
43.083333333333336,24
43.166666666666664,23
43.25,23
43.333333333333336,23
43.416666666666664,24
43.5,24
43.583333333333336,21
43.666666666666664,24
43.75,22
43.833333333333336,24
43.916666666666664,22
44,22
44.083333333333336,20
44.166666666666664,24
44.25,24
44.333333333333336,22
44.416666666666664,22
44.5,20
44.583333333333336,23
44.666666666666664,22
44.75,22
44.833333333333336,22
44.916666666666664,23
45,21
45.083333333333336,20
45.166666666666664,20
45.25,21
45.333333333333336,20
45.416666666666664,23
45.5,22
45.583333333333336,24
45.666666666666664,22
45.75,22
45.833333333333336,22
45.916666666666664,22
46,23
46.083333333333336,23
46.166666666666664,22
46.25,22
46.333333333333336,22
46.416666666666664,20
46.5,21
46.583333333333336,21
46.666666666666664,23
46.75,21
46.833333333333336,21
46.916666666666664,24
47,21
47.083333333333336,20
47.166666666666664,22
47.25,23
47.333333333333336,23
47.416666666666664,21
47.5,21
47.583333333333336,24
47.666666666666664,21
47.75,20
47.833333333333336,22
47.916666666666664,23
