"Hours since thread went live","Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita Season 2 • Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside Season 2 - Episode 10 discussion"
24.833333333333332,277
24.916666666666668,278
25,281
25.083333333333332,281
25.166666666666668,283
25.25,279
25.333333333333332,281
25.416666666666668,283
25.5,279
25.583333333333332,281
25.666666666666668,286
25.75,279
25.833333333333332,281
25.916666666666668,281
26,280
26.083333333333332,279
26.166666666666668,281
26.25,280
26.333333333333332,285
26.416666666666668,281
26.5,281
26.583333333333332,281
26.666666666666668,281
26.75,279
26.833333333333332,279
26.916666666666668,281
27,282
27.083333333333332,284
27.166666666666668,283
27.25,280
27.333333333333332,281
27.416666666666668,286
27.5,288
27.583333333333332,285
27.666666666666668,285
27.75,286
27.833333333333332,284
27.916666666666668,288
28,286
28.083333333333332,288
28.166666666666668,286
28.25,282
28.333333333333332,285
28.416666666666668,284
28.5,287
28.583333333333332,285
28.666666666666668,281
28.75,284
28.833333333333332,287
28.916666666666668,284
29,284
29.083333333333332,290
29.166666666666668,287
29.25,292
29.333333333333332,292
29.416666666666668,287
29.5,289
29.583333333333332,288
29.666666666666668,292
29.75,293
29.833333333333332,288
29.916666666666668,290
30,287
30.083333333333332,291
30.166666666666668,290
30.25,286
30.333333333333332,289
30.416666666666668,289
30.5,289
30.583333333333332,291
30.666666666666668,290
30.75,290
30.833333333333332,289
30.916666666666668,288
31,289
31.083333333333332,289
31.166666666666668,294
31.25,292
31.333333333333332,289
31.416666666666668,290
31.5,291
31.583333333333332,288
31.666666666666668,290
31.75,288
31.833333333333332,292
31.916666666666668,292
32,287
32.083333333333336,290
32.166666666666664,288
32.25,289
32.333333333333336,290
32.416666666666664,289
32.5,294
32.583333333333336,290
32.666666666666664,289
32.75,294
32.833333333333336,291
32.916666666666664,290
33,290
33.083333333333336,294
33.166666666666664,292
33.25,291
33.333333333333336,294
33.416666666666664,290
33.5,292
33.583333333333336,293
33.666666666666664,295
33.75,295
33.833333333333336,293
33.916666666666664,294
34,296
34.083333333333336,291
34.166666666666664,294
34.25,292
34.333333333333336,296
34.416666666666664,295
34.5,293
34.583333333333336,290
34.666666666666664,294
34.75,296
34.833333333333336,292
34.916666666666664,294
35,295
35.083333333333336,292
35.166666666666664,293
35.25,293
35.333333333333336,291
35.416666666666664,295
35.5,299
35.583333333333336,296
35.666666666666664,295
35.75,296
35.833333333333336,295
35.916666666666664,293
36,300
36.083333333333336,298
36.166666666666664,294
36.25,293
36.333333333333336,298
36.416666666666664,297
36.5,298
36.583333333333336,297
36.666666666666664,300
36.75,300
36.833333333333336,297
36.916666666666664,295
37,294
37.083333333333336,295
37.166666666666664,294
37.25,294
37.333333333333336,296
37.416666666666664,293
37.5,292
37.583333333333336,298
37.666666666666664,299
37.75,294
37.833333333333336,292
37.916666666666664,295
38,296
38.083333333333336,298
38.166666666666664,293
38.25,296
38.333333333333336,298
38.416666666666664,297
38.5,296
38.583333333333336,299
38.666666666666664,293
38.75,297
38.833333333333336,296
38.916666666666664,296
39,296
39.083333333333336,300
39.166666666666664,295
39.25,294
39.333333333333336,294
39.416666666666664,295
39.5,293
39.583333333333336,295
39.666666666666664,300
39.75,294
39.833333333333336,294
39.916666666666664,294
40,294
40.083333333333336,298
40.166666666666664,295
40.25,294
40.333333333333336,297
40.416666666666664,294
40.5,294
40.583333333333336,294
40.666666666666664,295
40.75,295
40.833333333333336,300
40.916666666666664,295
41,297
41.083333333333336,297
41.166666666666664,297
41.25,296
41.333333333333336,300
41.416666666666664,296
41.5,298
41.583333333333336,299
41.666666666666664,293
41.75,296
41.833333333333336,292
41.916666666666664,296
42,299
42.083333333333336,294
42.166666666666664,296
42.25,293
42.333333333333336,295
42.416666666666664,295
42.5,296
42.583333333333336,294
42.666666666666664,296
42.75,295
42.833333333333336,292
42.916666666666664,297
43,299
43.083333333333336,294
43.166666666666664,298
43.25,297
43.333333333333336,295
43.416666666666664,295
43.5,298
43.583333333333336,296
43.666666666666664,293
43.75,292
43.833333333333336,293
43.916666666666664,298
44,297
44.083333333333336,300
44.166666666666664,296
44.25,296
44.333333333333336,299
44.416666666666664,296
44.5,295
44.583333333333336,301
44.666666666666664,296
44.75,296
44.833333333333336,298
44.916666666666664,299
45,296
45.083333333333336,299
45.166666666666664,297
45.25,298
45.333333333333336,300
45.416666666666664,300
45.5,297
45.583333333333336,299
45.666666666666664,295
45.75,299
45.833333333333336,296
45.916666666666664,296
46,296
46.083333333333336,295
46.166666666666664,297
46.25,299
46.333333333333336,297
46.416666666666664,299
46.5,294
46.583333333333336,297
46.666666666666664,299
46.75,294
46.833333333333336,295
46.916666666666664,297
47,297
47.083333333333336,296
47.166666666666664,296
47.25,296
47.333333333333336,300
47.416666666666664,301
47.5,297
47.583333333333336,296
47.666666666666664,297
47.75,296
47.833333333333336,300
47.916666666666664,299
