"Hours since thread went live","Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo • The 100 Girlfriends Who Really, Really, Really, Really, Really Love You - Episode 1 discussion"
17.583333333333332,2770
17.666666666666668,2769
17.75,2771
17.833333333333332,2779
17.916666666666668,2778
18,2789
18.083333333333332,2789
18.166666666666668,2789
18.25,2794
18.333333333333332,2797
18.416666666666668,2792
18.5,2800
18.583333333333332,2803
18.666666666666668,2801
18.75,2803
18.833333333333332,2812
18.916666666666668,2816
19,2808
19.083333333333332,2811
19.166666666666668,2820
19.25,2813
19.333333333333332,2819
19.416666666666668,2821
19.5,2830
19.583333333333332,2830
19.666666666666668,2839
19.75,2836
19.833333333333332,2839
19.916666666666668,2845
20,2844
20.083333333333332,2854
20.166666666666668,2851
20.25,2853
20.333333333333332,2859
20.416666666666668,2856
20.5,2861
20.583333333333332,2865
20.666666666666668,2862
20.75,2866
20.833333333333332,2866
20.916666666666668,2867
21,2866
21.083333333333332,2872
21.166666666666668,2881
21.25,2886
21.333333333333332,2885
21.416666666666668,2886
21.5,2890
21.583333333333332,2894
21.666666666666668,2890
21.75,2899
21.833333333333332,2897
21.916666666666668,2906
22,2909
22.083333333333332,2907
22.166666666666668,2915
22.25,2921
22.333333333333332,2924
22.416666666666668,2928
22.5,2931
22.583333333333332,2938
22.666666666666668,2939
22.75,2945
22.833333333333332,2951
22.916666666666668,2950
23,2956
23.083333333333332,2964
23.166666666666668,2963
23.25,2969
23.333333333333332,2973
23.416666666666668,2970
23.5,2976
23.583333333333332,2985
23.666666666666668,2986
23.75,2981
23.833333333333332,2985
23.916666666666668,2989
24,2990
24.083333333333332,2993
24.166666666666668,3002
24.25,3001
24.333333333333332,3001
24.416666666666668,3018
24.5,3013
24.583333333333332,3018
24.666666666666668,3019
24.75,3029
24.833333333333332,3032
24.916666666666668,3029
25,3039
25.083333333333332,3041
25.166666666666668,3041
25.25,3042
25.333333333333332,3041
25.416666666666668,3055
25.5,3051
25.583333333333332,3054
25.666666666666668,3059
25.75,3057
25.833333333333332,3056
25.916666666666668,3057
26,3056
26.083333333333332,3063
26.166666666666668,3066
26.25,3066
26.333333333333332,3068
26.416666666666668,3083
26.5,3072
26.583333333333332,3079
26.666666666666668,3082
26.75,3079
26.833333333333332,3080
26.916666666666668,3081
27,3080
27.083333333333332,3088
27.166666666666668,3078
27.25,3086
27.333333333333332,3092
27.416666666666668,3085
27.5,3097
27.583333333333332,3095
27.666666666666668,3094
27.75,3091
27.833333333333332,3096
27.916666666666668,3091
28,3096
28.166666666666668,3104
28.25,3100
28.333333333333332,3101
28.416666666666668,3110
28.5,3098
28.583333333333332,3099
28.666666666666668,3109
28.75,3111
28.833333333333332,3109
28.916666666666668,3115
29,3111
29.083333333333332,3111
29.166666666666668,3114
29.25,3117
29.333333333333332,3120
29.416666666666668,3124
29.5,3129
29.583333333333332,3133
29.666666666666668,3124
29.75,3131
29.833333333333332,3131
29.916666666666668,3131
30,3133
30.083333333333332,3140
30.166666666666668,3136
30.25,3142
30.333333333333332,3137
30.416666666666668,3133
30.5,3145
30.583333333333332,3137
30.666666666666668,3147
30.75,3144
30.833333333333332,3145
30.916666666666668,3141
31,3141
31.083333333333332,3141
31.166666666666668,3150
31.25,3143
31.333333333333332,3150
31.416666666666668,3149
31.5,3152
31.583333333333332,3145
31.666666666666668,3152
31.75,3156
31.833333333333332,3154
31.916666666666668,3161
32,3147
32.083333333333336,3158
32.166666666666664,3156
32.25,3154
32.333333333333336,3162
32.416666666666664,3161
32.5,3156
32.583333333333336,3164
32.666666666666664,3164
32.75,3167
32.833333333333336,3164
32.916666666666664,3167
33,3166
33.083333333333336,3168
33.166666666666664,3164
33.25,3176
33.333333333333336,3166
33.416666666666664,3172
33.5,3171
33.583333333333336,3165
33.666666666666664,3169
33.75,3174
33.833333333333336,3179
33.916666666666664,3180
34,3181
34.083333333333336,3183
34.166666666666664,3182
34.25,3177
34.333333333333336,3183
34.416666666666664,3181
34.5,3184
34.583333333333336,3186
34.666666666666664,3186
34.75,3183
34.833333333333336,3181
34.916666666666664,3185
35,3180
35.083333333333336,3189
35.166666666666664,3187
35.25,3184
35.333333333333336,3187
35.416666666666664,3192
35.5,3197
35.583333333333336,3194
35.666666666666664,3192
35.75,3196
35.833333333333336,3191
35.916666666666664,3204
36,3196
36.083333333333336,3195
36.166666666666664,3193
36.25,3198
36.333333333333336,3197
36.416666666666664,3200
36.5,3200
36.583333333333336,3197
36.666666666666664,3201
36.75,3206
36.833333333333336,3198
36.916666666666664,3195
37,3202
37.083333333333336,3205
37.166666666666664,3205
37.25,3209
37.333333333333336,3203
37.416666666666664,3207
37.5,3207
37.583333333333336,3206
37.666666666666664,3207
37.75,3213
37.833333333333336,3214
37.916666666666664,3213
38,3217
38.083333333333336,3218
38.166666666666664,3215
38.25,3211
38.333333333333336,3217
38.416666666666664,3215
38.5,3220
38.583333333333336,3213
38.666666666666664,3227
38.75,3221
38.833333333333336,3219
38.916666666666664,3216
39,3228
39.083333333333336,3222
39.166666666666664,3219
39.25,3224
39.333333333333336,3234
39.416666666666664,3224
39.5,3229
39.583333333333336,3227
39.666666666666664,3234
39.75,3229
39.833333333333336,3233
39.916666666666664,3230
40,3230
40.083333333333336,3229
40.166666666666664,3238
40.25,3234
40.333333333333336,3238
40.416666666666664,3235
40.5,3233
40.583333333333336,3242
40.666666666666664,3241
40.75,3239
40.833333333333336,3234
40.916666666666664,3230
41,3238
41.083333333333336,3241
41.166666666666664,3237
41.25,3244
41.333333333333336,3235
41.416666666666664,3243
41.5,3238
41.583333333333336,3246
41.666666666666664,3237
41.75,3243
41.833333333333336,3245
41.916666666666664,3238
42,3248
42.083333333333336,3240
42.166666666666664,3248
42.25,3248
42.333333333333336,3243
42.416666666666664,3247
42.5,3252
42.583333333333336,3246
42.666666666666664,3253
42.75,3255
42.833333333333336,3246
42.916666666666664,3252
43,3250
43.083333333333336,3260
43.166666666666664,3245
43.25,3259
43.333333333333336,3250
43.416666666666664,3251
43.5,3254
43.583333333333336,3256
43.666666666666664,3259
43.75,3249
43.833333333333336,3261
43.916666666666664,3259
44,3257
44.083333333333336,3261
44.166666666666664,3258
44.25,3253
44.333333333333336,3256
44.416666666666664,3251
44.5,3261
44.583333333333336,3261
44.666666666666664,3253
44.75,3263
44.833333333333336,3263
44.916666666666664,3254
45,3260
45.083333333333336,3257
45.166666666666664,3266
45.25,3261
45.333333333333336,3262
45.416666666666664,3267
45.5,3261
45.583333333333336,3267
45.666666666666664,3260
45.75,3267
45.833333333333336,3265
45.916666666666664,3268
46,3265
46.083333333333336,3267
46.166666666666664,3267
46.25,3269
46.333333333333336,3271
46.416666666666664,3273
46.5,3271
46.583333333333336,3269
46.666666666666664,3269
46.75,3265
46.833333333333336,3270
46.916666666666664,3273
47,3267
47.083333333333336,3267
47.166666666666664,3263
47.25,3268
47.333333333333336,3268
47.416666666666664,3271
47.5,3270
47.583333333333336,3265
47.666666666666664,3271
47.75,3270
47.833333333333336,3266
47.916666666666664,3271
