"Hours since thread went live","Kaguya-sama wa Kokurasetai: Ultra Romantic - Episode 1 discussion"
37.416666666666664,11074
37.5,11072
37.583333333333336,11079
37.666666666666664,11086
37.75,11079
37.833333333333336,11092
37.916666666666664,11086
38,11097
38.083333333333336,11092
38.166666666666664,11101
38.25,11100
38.333333333333336,11112
38.416666666666664,11104
38.5,11115
38.583333333333336,11120
38.666666666666664,11112
38.75,11119
38.833333333333336,11118
38.916666666666664,11117
39,11122
39.083333333333336,11129
39.166666666666664,11135
39.25,11130
39.333333333333336,11138
39.416666666666664,11147
39.5,11143
39.583333333333336,11146
39.666666666666664,11153
39.75,11149
39.833333333333336,11156
39.916666666666664,11162
40,11161
40.083333333333336,11170
40.166666666666664,11165
40.25,11173
40.333333333333336,11168
40.416666666666664,11176
40.5,11179
40.583333333333336,11181
40.666666666666664,11181
40.75,11188
40.833333333333336,11189
40.916666666666664,11193
41,11197
41.083333333333336,11188
41.166666666666664,11195
41.25,11191
41.333333333333336,11195
41.416666666666664,11197
41.5,11207
41.583333333333336,11212
41.666666666666664,11207
41.75,11206
41.833333333333336,11208
41.916666666666664,11218
42,11224
42.083333333333336,11228
42.166666666666664,11228
42.25,11228
42.333333333333336,11229
42.416666666666664,11229
42.5,11243
42.583333333333336,11237
42.666666666666664,11246
42.75,11244
42.833333333333336,11250
42.916666666666664,11245
43,11246
43.083333333333336,11247
43.166666666666664,11254
43.25,11254
43.333333333333336,11257
43.416666666666664,11263
43.5,11260
43.583333333333336,11263
43.666666666666664,11274
43.75,11266
43.833333333333336,11270
43.916666666666664,11279
44,11275
44.083333333333336,11276
44.166666666666664,11274
44.25,11275
44.333333333333336,11278
44.416666666666664,11276
44.5,11277
44.583333333333336,11275
44.666666666666664,11277
44.75,11289
44.833333333333336,11284
44.916666666666664,11288
45,11295
45.083333333333336,11292
45.166666666666664,11292
45.25,11299
45.333333333333336,11301
45.416666666666664,11298
45.5,11308
45.583333333333336,11302
45.666666666666664,11310
45.75,11307
45.833333333333336,11315
45.916666666666664,11312
46,11314
46.083333333333336,11319
46.166666666666664,11331
46.25,11323
46.333333333333336,11325
46.416666666666664,11326
46.5,11341
46.583333333333336,11338
46.666666666666664,11344
46.75,11344
46.833333333333336,11347
46.916666666666664,11346
47,11351
47.083333333333336,11348
47.166666666666664,11351
47.25,11350
47.333333333333336,11348
47.416666666666664,11354
47.5,11362
47.583333333333336,11356
47.666666666666664,11363
47.75,11365
47.833333333333336,11360
47.916666666666664,11370
