"Hours since thread went live","Boku no Kokoro no Yabai Yatsu Season 2 • The Dangers in My Heart Season 2 - Episode 8 discussion"
10.75,1217
10.833333333333334,1222
10.916666666666666,1219
11,1224
11.083333333333334,1226
11.166666666666666,1233
11.25,1241
11.333333333333334,1242
11.416666666666666,1248
11.5,1247
11.583333333333334,1252
11.666666666666666,1261
11.75,1259
11.833333333333334,1263
11.916666666666666,1269
12,1277
12.083333333333334,1282
12.166666666666666,1280
12.25,1291
12.333333333333334,1287
12.416666666666666,1296
12.5,1295
12.583333333333334,1301
12.666666666666666,1302
12.75,1313
12.833333333333334,1312
12.916666666666666,1319
13,1323
13.083333333333334,1324
13.166666666666666,1321
13.25,1327
13.333333333333334,1329
13.416666666666666,1332
13.5,1331
13.583333333333334,1341
13.666666666666666,1341
13.75,1340
13.833333333333334,1343
13.916666666666666,1351
14,1352
14.083333333333334,1358
14.166666666666666,1354
14.25,1362
14.333333333333334,1360
14.416666666666666,1367
14.5,1368
14.583333333333334,1375
14.666666666666666,1374
14.75,1378
14.833333333333334,1378
14.916666666666666,1380
15,1387
15.083333333333334,1386
15.166666666666666,1391
15.25,1398
15.333333333333334,1397
15.416666666666666,1393
15.5,1398
15.583333333333334,1403
15.666666666666666,1401
15.75,1407
15.833333333333334,1401
15.916666666666666,1410
16,1416
16.083333333333332,1416
16.166666666666668,1416
16.25,1422
16.333333333333332,1415
16.416666666666668,1416
16.5,1425
16.583333333333332,1423
16.666666666666668,1429
16.75,1432
16.833333333333332,1434
16.916666666666668,1432
17,1436
17.083333333333332,1438
17.166666666666668,1447
17.25,1445
17.333333333333332,1450
17.416666666666668,1449
17.5,1449
17.583333333333332,1450
17.666666666666668,1451
17.75,1454
17.833333333333332,1454
17.916666666666668,1456
18,1459
18.083333333333332,1462
18.166666666666668,1461
18.25,1465
18.333333333333332,1467
18.416666666666668,1465
18.5,1470
18.583333333333332,1472
18.666666666666668,1475
18.75,1479
18.833333333333332,1475
18.916666666666668,1480
19,1480
19.083333333333332,1485
19.166666666666668,1487
19.25,1485
19.333333333333332,1487
19.416666666666668,1490
19.5,1494
19.583333333333332,1497
19.666666666666668,1496
19.75,1498
19.833333333333332,1501
19.916666666666668,1502
20,1505
20.083333333333332,1508
20.166666666666668,1507
20.25,1514
20.333333333333332,1516
20.416666666666668,1516
20.5,1517
20.583333333333332,1511
20.666666666666668,1512
20.75,1516
20.833333333333332,1513
20.916666666666668,1522
21,1520
21.083333333333332,1520
21.166666666666668,1522
21.25,1528
21.333333333333332,1530
21.416666666666668,1529
21.5,1529
21.583333333333332,1538
21.666666666666668,1529
21.75,1536
21.833333333333332,1536
21.916666666666668,1539
22,1541
22.083333333333332,1544
22.166666666666668,1540
22.25,1546
22.333333333333332,1548
22.416666666666668,1546
22.5,1556
22.583333333333332,1552
22.666666666666668,1559
22.75,1565
22.833333333333332,1564
22.916666666666668,1568
23,1567
23.083333333333332,1566
23.166666666666668,1569
23.25,1570
23.333333333333332,1569
23.416666666666668,1570
23.5,1576
23.583333333333332,1578
23.666666666666668,1572
23.75,1585
23.833333333333332,1579
23.916666666666668,1581
24,1588
24.083333333333332,1588
24.166666666666668,1583
24.25,1586
24.333333333333332,1590
24.416666666666668,1585
24.5,1590
24.583333333333332,1594
24.666666666666668,1592
24.75,1592
24.833333333333332,1594
24.916666666666668,1597
25,1594
25.083333333333332,1604
25.166666666666668,1603
25.25,1600
25.333333333333332,1599
25.416666666666668,1597
25.5,1606
25.583333333333332,1601
25.666666666666668,1603
25.75,1601
25.833333333333332,1602
25.916666666666668,1605
26,1604
26.083333333333332,1603
26.166666666666668,1604
26.25,1605
26.333333333333332,1610
26.416666666666668,1610
26.5,1611
26.583333333333332,1615
26.666666666666668,1617
26.75,1616
26.833333333333332,1619
26.916666666666668,1618
27,1617
27.083333333333332,1614
27.166666666666668,1617
27.25,1619
27.333333333333332,1628
27.416666666666668,1625
27.5,1627
27.583333333333332,1626
27.666666666666668,1633
27.75,1629
27.833333333333332,1628
27.916666666666668,1629
28,1632
28.083333333333332,1632
28.166666666666668,1630
28.25,1635
28.333333333333332,1631
28.416666666666668,1634
28.5,1641
28.583333333333332,1639
28.666666666666668,1642
28.75,1644
28.833333333333332,1639
28.916666666666668,1644
29,1648
29.083333333333332,1644
29.166666666666668,1645
29.25,1646
29.333333333333332,1646
29.416666666666668,1649
29.5,1653
29.583333333333332,1647
29.666666666666668,1646
29.75,1650
29.833333333333332,1654
29.916666666666668,1655
30,1651
30.083333333333332,1654
30.166666666666668,1651
30.25,1651
30.333333333333332,1653
30.416666666666668,1661
30.5,1651
30.583333333333332,1659
30.666666666666668,1657
30.75,1662
30.833333333333332,1662
30.916666666666668,1660
31,1669
31.083333333333332,1670
31.166666666666668,1668
31.25,1664
31.333333333333332,1666
31.416666666666668,1667
31.5,1663
31.583333333333332,1664
31.666666666666668,1669
31.75,1674
31.833333333333332,1668
31.916666666666668,1671
32,1671
32.083333333333336,1672
32.166666666666664,1677
32.25,1674
32.333333333333336,1676
32.416666666666664,1679
32.5,1673
32.583333333333336,1673
32.666666666666664,1678
32.75,1679
32.833333333333336,1677
32.916666666666664,1681
33,1670
33.083333333333336,1679
33.166666666666664,1679
33.25,1678
33.333333333333336,1676
33.416666666666664,1685
33.5,1683
33.583333333333336,1676
33.666666666666664,1682
33.75,1681
33.833333333333336,1678
33.916666666666664,1680
34,1687
34.083333333333336,1682
34.166666666666664,1680
34.25,1684
34.333333333333336,1681
34.416666666666664,1686
34.5,1684
34.583333333333336,1684
34.666666666666664,1681
34.75,1685
34.833333333333336,1689
34.916666666666664,1691
35,1690
35.083333333333336,1686
35.166666666666664,1692
35.25,1692
35.333333333333336,1692
35.416666666666664,1691
35.5,1691
35.583333333333336,1695
35.666666666666664,1697
35.75,1699
35.833333333333336,1691
35.916666666666664,1694
36,1693
36.083333333333336,1689
36.166666666666664,1692
36.25,1697
36.333333333333336,1699
36.416666666666664,1693
36.5,1695
36.583333333333336,1690
36.666666666666664,1695
36.75,1697
36.833333333333336,1692
36.916666666666664,1698
37,1696
37.083333333333336,1702
37.166666666666664,1696
37.25,1697
37.333333333333336,1692
37.416666666666664,1693
37.5,1697
37.583333333333336,1700
37.666666666666664,1697
37.75,1699
37.833333333333336,1694
37.916666666666664,1699
38,1702
38.083333333333336,1706
38.166666666666664,1704
38.25,1701
38.333333333333336,1699
38.416666666666664,1700
38.5,1706
38.583333333333336,1701
38.666666666666664,1700
38.75,1695
38.833333333333336,1702
38.916666666666664,1700
39,1700
39.083333333333336,1703
39.166666666666664,1700
39.25,1704
39.333333333333336,1704
39.416666666666664,1701
39.5,1701
39.583333333333336,1703
39.666666666666664,1705
39.75,1705
39.833333333333336,1708
39.916666666666664,1710
40,1705
40.083333333333336,1709
40.166666666666664,1713
40.25,1709
40.333333333333336,1713
40.416666666666664,1704
40.5,1713
40.583333333333336,1703
40.666666666666664,1705
40.75,1709
40.833333333333336,1707
40.916666666666664,1713
41,1711
41.083333333333336,1710
41.166666666666664,1712
41.25,1710
41.333333333333336,1706
41.416666666666664,1714
41.5,1713
41.583333333333336,1715
41.666666666666664,1709
41.75,1712
41.833333333333336,1715
41.916666666666664,1707
42,1716
42.083333333333336,1715
42.166666666666664,1710
42.25,1710
42.333333333333336,1715
42.416666666666664,1722
42.5,1718
42.583333333333336,1715
42.666666666666664,1718
42.75,1713
42.833333333333336,1717
42.916666666666664,1718
43,1718
43.083333333333336,1715
43.166666666666664,1716
43.25,1719
43.333333333333336,1721
43.416666666666664,1718
43.5,1716
43.583333333333336,1720
43.666666666666664,1713
43.75,1719
43.833333333333336,1723
43.916666666666664,1720
44,1720
44.083333333333336,1719
44.166666666666664,1721
44.25,1715
44.333333333333336,1718
44.416666666666664,1723
44.5,1718
44.583333333333336,1719
44.666666666666664,1722
44.75,1718
44.833333333333336,1722
44.916666666666664,1716
45,1719
45.083333333333336,1718
45.166666666666664,1721
45.25,1720
45.333333333333336,1721
45.416666666666664,1722
45.5,1726
45.583333333333336,1722
45.666666666666664,1720
45.75,1727
45.833333333333336,1724
45.916666666666664,1718
46,1720
46.083333333333336,1719
46.166666666666664,1726
46.25,1719
46.333333333333336,1721
46.416666666666664,1723
46.5,1722
46.583333333333336,1726
46.666666666666664,1726
46.75,1723
46.833333333333336,1725
46.916666666666664,1717
47,1722
47.083333333333336,1718
47.166666666666664,1723
47.25,1725
47.333333333333336,1727
47.416666666666664,1725
47.5,1723
47.583333333333336,1721
47.666666666666664,1725
47.75,1727
47.833333333333336,1727
47.916666666666664,1721
