"Hours since thread went live","Shaman King: Flowers - Episode 8 discussion"
39.166666666666664,15
39.25,14
39.333333333333336,15
39.416666666666664,14
39.5,12
39.583333333333336,13
39.666666666666664,12
39.75,13
39.833333333333336,13
39.916666666666664,12
40,13
40.083333333333336,12
40.166666666666664,14
40.25,11
40.333333333333336,15
40.416666666666664,11
40.5,13
40.583333333333336,13
40.666666666666664,14
40.75,14
40.833333333333336,13
40.916666666666664,13
41,14
41.083333333333336,13
41.166666666666664,14
41.25,14
41.333333333333336,13
41.416666666666664,14
41.5,12
41.583333333333336,13
41.666666666666664,12
41.75,12
41.833333333333336,12
41.916666666666664,14
42,15
42.083333333333336,15
42.166666666666664,15
42.25,15
42.333333333333336,16
42.416666666666664,14
42.5,15
42.583333333333336,16
42.666666666666664,17
42.75,17
42.833333333333336,14
42.916666666666664,16
43,15
43.083333333333336,14
43.166666666666664,15
43.25,15
43.333333333333336,17
43.416666666666664,15
43.5,13
43.583333333333336,15
43.666666666666664,16
43.75,13
43.833333333333336,15
43.916666666666664,15
44,13
44.083333333333336,16
44.166666666666664,15
44.25,15
44.333333333333336,15
44.416666666666664,15
44.5,14
44.583333333333336,15
44.666666666666664,14
44.75,16
44.833333333333336,13
44.916666666666664,14
45,15
45.083333333333336,15
45.166666666666664,15
45.25,15
45.333333333333336,15
45.416666666666664,16
45.5,13
45.583333333333336,17
45.666666666666664,16
45.75,15
45.833333333333336,15
45.916666666666664,15
46,14
46.083333333333336,17
46.166666666666664,17
46.25,15
46.333333333333336,13
46.416666666666664,16
46.5,16
46.583333333333336,15
46.666666666666664,15
46.75,14
46.833333333333336,14
46.916666666666664,16
47,15
47.083333333333336,16
47.166666666666664,16
47.25,17
47.333333333333336,17
47.416666666666664,17
47.5,16
47.583333333333336,17
47.666666666666664,16
47.75,15
47.833333333333336,16
47.916666666666664,15
