"Hours since thread went live","T.P BON - Episode 12 discussion"
33.833333333333336,11
33.916666666666664,13
34,14
34.083333333333336,12
34.166666666666664,10
34.25,10
34.333333333333336,12
34.416666666666664,12
34.5,11
34.583333333333336,14
34.666666666666664,11
34.75,11
34.833333333333336,14
34.916666666666664,13
35,12
35.083333333333336,12
35.166666666666664,12
35.25,10
35.333333333333336,11
35.416666666666664,11
35.5,10
35.583333333333336,11
35.666666666666664,12
35.75,10
35.833333333333336,11
35.916666666666664,12
36,13
36.083333333333336,10
36.166666666666664,12
36.25,13
36.333333333333336,11
36.416666666666664,13
36.75,12
36.833333333333336,10
36.916666666666664,11
37,10
37.083333333333336,10
37.166666666666664,13
37.25,10
37.333333333333336,12
37.416666666666664,10
37.5,13
37.583333333333336,12
37.666666666666664,13
37.75,11
37.833333333333336,11
37.916666666666664,12
38,12
38.083333333333336,13
38.166666666666664,13
38.25,12
38.333333333333336,12
38.416666666666664,13
38.5,12
38.583333333333336,12
38.666666666666664,12
38.75,13
38.833333333333336,11
38.916666666666664,14
39,10
39.083333333333336,13
39.166666666666664,12
39.25,12
39.333333333333336,12
39.416666666666664,11
39.5,11
39.583333333333336,13
39.666666666666664,13
39.75,14
39.833333333333336,14
39.916666666666664,13
40,11
40.083333333333336,12
40.166666666666664,12
40.25,11
40.333333333333336,12
40.416666666666664,12
40.5,14
40.583333333333336,11
40.666666666666664,11
40.75,12
40.833333333333336,13
40.916666666666664,11
41,10
41.083333333333336,13
41.166666666666664,12
41.25,13
41.333333333333336,10
41.416666666666664,12
41.5,13
41.583333333333336,11
41.666666666666664,13
41.75,11
41.833333333333336,10
41.916666666666664,10
42,14
42.083333333333336,13
42.166666666666664,13
42.25,13
42.333333333333336,13
42.416666666666664,11
42.5,13
42.583333333333336,13
42.666666666666664,10
42.75,13
42.833333333333336,12
42.916666666666664,12
43,10
43.083333333333336,12
43.166666666666664,10
43.25,11
43.333333333333336,14
43.416666666666664,10
43.5,10
43.583333333333336,11
43.666666666666664,11
43.75,12
43.833333333333336,13
43.916666666666664,10
44,13
44.083333333333336,13
44.166666666666664,13
44.25,13
44.333333333333336,12
44.416666666666664,12
44.5,12
44.583333333333336,12
44.666666666666664,12
44.75,14
44.833333333333336,10
44.916666666666664,10
45,14
45.083333333333336,13
45.166666666666664,12
45.25,13
45.333333333333336,11
45.416666666666664,11
45.5,12
45.583333333333336,12
45.666666666666664,12
45.75,11
45.833333333333336,12
45.916666666666664,10
46,11
46.083333333333336,13
46.166666666666664,12
46.25,12
46.333333333333336,10
46.416666666666664,11
46.5,11
46.583333333333336,12
46.666666666666664,12
46.75,12
46.833333333333336,13
46.916666666666664,12
47,11
47.083333333333336,10
47.166666666666664,12
47.25,13
47.333333333333336,10
47.416666666666664,10
47.5,12
47.583333333333336,11
47.666666666666664,12
47.75,12
47.833333333333336,14
47.916666666666664,12
