"Hours since thread went live","Kage no Jitsuryokusha ni Naritakute! Season 2 • The Eminence in Shadow Season 2 - Episode 11 discussion"
21.333333333333332,2249
21.416666666666668,2248
21.5,2255
21.583333333333332,2255
21.666666666666668,2263
21.75,2257
21.833333333333332,2261
21.916666666666668,2258
22,2261
22.083333333333332,2265
22.166666666666668,2267
22.25,2275
22.333333333333332,2271
22.416666666666668,2276
22.5,2279
22.583333333333332,2274
22.666666666666668,2277
22.75,2284
22.833333333333332,2290
22.916666666666668,2291
23,2289
23.083333333333332,2295
23.166666666666668,2292
23.25,2294
23.333333333333332,2298
23.416666666666668,2304
23.5,2298
23.583333333333332,2306
23.666666666666668,2312
23.75,2316
23.833333333333332,2308
23.916666666666668,2309
24,2315
24.083333333333332,2319
24.166666666666668,2327
24.25,2324
24.333333333333332,2326
24.416666666666668,2335
24.5,2333
24.583333333333332,2339
24.666666666666668,2340
24.75,2336
24.833333333333332,2341
24.916666666666668,2342
25,2343
25.083333333333332,2353
25.166666666666668,2345
25.25,2347
25.333333333333332,2346
25.416666666666668,2354
25.5,2352
25.583333333333332,2354
25.666666666666668,2352
25.75,2355
25.833333333333332,2360
25.916666666666668,2359
26,2363
26.083333333333332,2360
26.166666666666668,2364
26.25,2364
26.333333333333332,2370
26.416666666666668,2371
26.5,2369
26.583333333333332,2372
26.666666666666668,2378
26.75,2376
26.833333333333332,2376
26.916666666666668,2385
27,2388
27.083333333333332,2386
27.166666666666668,2382
27.25,2390
27.333333333333332,2394
27.416666666666668,2390
27.5,2391
27.583333333333332,2397
27.666666666666668,2391
27.75,2393
27.833333333333332,2394
27.916666666666668,2394
28,2395
28.083333333333332,2398
28.166666666666668,2404
28.25,2403
28.333333333333332,2398
28.416666666666668,2409
28.5,2405
28.583333333333332,2405
28.666666666666668,2409
28.75,2410
28.833333333333332,2402
28.916666666666668,2406
29,2406
29.083333333333332,2410
29.166666666666668,2409
29.25,2413
29.333333333333332,2412
29.416666666666668,2415
29.5,2417
29.583333333333332,2418
29.666666666666668,2409
29.75,2413
29.833333333333332,2419
29.916666666666668,2418
30,2417
30.083333333333332,2422
30.166666666666668,2416
30.25,2419
30.333333333333332,2422
30.416666666666668,2418
30.5,2420
30.583333333333332,2425
30.666666666666668,2420
30.75,2421
30.833333333333332,2427
30.916666666666668,2427
31,2423
31.083333333333332,2422
31.166666666666668,2433
31.25,2427
31.333333333333332,2430
31.416666666666668,2433
31.5,2438
31.583333333333332,2434
31.666666666666668,2440
31.75,2435
31.833333333333332,2439
31.916666666666668,2437
32,2436
32.083333333333336,2440
32.166666666666664,2434
32.25,2437
32.333333333333336,2442
32.416666666666664,2441
32.5,2440
32.583333333333336,2442
32.666666666666664,2444
32.75,2442
32.833333333333336,2449
32.916666666666664,2441
33,2451
33.083333333333336,2444
33.166666666666664,2452
33.25,2449
33.333333333333336,2444
33.416666666666664,2450
33.5,2443
33.583333333333336,2450
33.666666666666664,2449
33.75,2446
33.833333333333336,2458
33.916666666666664,2452
34,2457
34.083333333333336,2456
34.166666666666664,2457
34.25,2460
34.333333333333336,2456
34.416666666666664,2455
34.5,2460
34.583333333333336,2462
34.666666666666664,2462
34.75,2465
34.833333333333336,2459
34.916666666666664,2458
35,2462
35.083333333333336,2463
35.166666666666664,2461
35.25,2467
35.333333333333336,2463
35.416666666666664,2470
35.5,2465
35.583333333333336,2465
35.666666666666664,2470
35.75,2467
35.833333333333336,2470
35.916666666666664,2471
36,2469
36.083333333333336,2474
36.166666666666664,2469
36.25,2471
36.333333333333336,2468
36.416666666666664,2474
36.5,2472
36.583333333333336,2473
36.666666666666664,2477
36.75,2472
36.833333333333336,2475
36.916666666666664,2482
37,2477
37.083333333333336,2477
37.166666666666664,2471
37.25,2481
37.333333333333336,2479
37.416666666666664,2474
37.5,2480
37.583333333333336,2475
37.666666666666664,2477
37.75,2482
37.833333333333336,2481
37.916666666666664,2486
38,2482
38.083333333333336,2482
38.166666666666664,2481
38.25,2474
38.333333333333336,2475
38.416666666666664,2481
38.5,2483
38.583333333333336,2476
38.666666666666664,2480
38.75,2480
38.833333333333336,2481
38.916666666666664,2479
39,2485
39.083333333333336,2486
39.166666666666664,2485
39.25,2484
39.333333333333336,2482
39.416666666666664,2489
39.5,2479
39.583333333333336,2480
39.666666666666664,2484
39.75,2484
39.833333333333336,2486
39.916666666666664,2485
40,2488
40.083333333333336,2490
40.166666666666664,2482
40.25,2488
40.333333333333336,2489
40.416666666666664,2490
40.5,2492
40.583333333333336,2487
40.666666666666664,2493
40.75,2485
40.833333333333336,2497
40.916666666666664,2496
41,2488
41.083333333333336,2488
41.166666666666664,2487
41.25,2489
41.333333333333336,2492
41.416666666666664,2494
41.5,2496
41.583333333333336,2497
41.666666666666664,2493
41.75,2496
41.833333333333336,2496
41.916666666666664,2492
42,2497
42.083333333333336,2495
42.166666666666664,2503
42.25,2500
42.333333333333336,2494
42.416666666666664,2500
42.5,2498
42.583333333333336,2498
42.666666666666664,2495
42.75,2500
42.833333333333336,2500
42.916666666666664,2504
43,2498
43.083333333333336,2497
43.166666666666664,2496
43.25,2499
43.333333333333336,2494
43.416666666666664,2496
43.5,2502
43.583333333333336,2500
43.666666666666664,2502
43.75,2505
43.833333333333336,2503
43.916666666666664,2500
44,2501
44.083333333333336,2507
44.166666666666664,2504
44.25,2508
44.333333333333336,2504
44.416666666666664,2508
44.5,2505
44.583333333333336,2507
44.666666666666664,2513
44.75,2504
44.833333333333336,2505
44.916666666666664,2505
45,2508
45.083333333333336,2506
45.166666666666664,2508
45.25,2509
45.333333333333336,2507
45.416666666666664,2511
45.5,2514
45.583333333333336,2508
45.666666666666664,2509
45.75,2512
45.833333333333336,2513
45.916666666666664,2510
46,2511
46.083333333333336,2518
46.166666666666664,2518
46.25,2513
46.333333333333336,2507
46.416666666666664,2514
46.5,2512
46.583333333333336,2510
46.666666666666664,2516
46.75,2512
46.833333333333336,2512
46.916666666666664,2512
47,2517
47.083333333333336,2511
47.166666666666664,2515
47.25,2518
47.333333333333336,2513
47.416666666666664,2515
47.5,2514
47.583333333333336,2516
47.666666666666664,2515
47.75,2519
47.833333333333336,2514
47.916666666666664,2510
