"Hours since thread went live","Dead Dead Demons Dededede Destruction - Episode 0 discussion"
21.166666666666668,404
21.25,400
21.333333333333332,400
21.416666666666668,404
21.5,407
21.583333333333332,409
21.666666666666668,405
21.75,409
21.833333333333332,409
21.916666666666668,413
22,413
22.083333333333332,414
22.166666666666668,410
22.25,407
22.333333333333332,409
22.416666666666668,411
22.5,416
22.583333333333332,416
22.666666666666668,418
22.75,420
22.833333333333332,411
22.916666666666668,418
23,414
23.083333333333332,417
23.166666666666668,417
23.25,415
23.333333333333332,416
23.416666666666668,416
23.5,412
23.583333333333332,419
23.666666666666668,415
23.75,421
23.833333333333332,424
23.916666666666668,420
24,416
24.083333333333332,422
24.166666666666668,423
24.25,422
24.333333333333332,422
24.416666666666668,424
24.5,423
24.583333333333332,423
24.666666666666668,423
24.75,426
24.833333333333332,419
24.916666666666668,426
25,424
25.083333333333332,426
25.166666666666668,422
25.25,429
25.333333333333332,424
25.416666666666668,422
25.5,420
25.583333333333332,426
25.666666666666668,426
25.75,429
25.833333333333332,424
25.916666666666668,427
26,428
26.083333333333332,429
26.166666666666668,424
26.25,428
26.333333333333332,434
26.416666666666668,429
26.5,429
26.583333333333332,429
26.666666666666668,429
26.75,429
26.833333333333332,429
26.916666666666668,436
27,434
27.083333333333332,436
27.166666666666668,431
27.25,436
27.333333333333332,434
27.416666666666668,432
27.5,433
27.583333333333332,438
27.666666666666668,434
27.75,434
27.833333333333332,438
27.916666666666668,439
28,435
28.083333333333332,437
28.166666666666668,432
28.25,432
28.333333333333332,442
28.416666666666668,438
28.5,437
28.583333333333332,439
28.666666666666668,437
28.75,444
28.833333333333332,436
28.916666666666668,437
29,436
29.083333333333332,441
29.166666666666668,441
29.25,438
29.333333333333332,437
29.416666666666668,442
29.5,440
29.583333333333332,438
29.666666666666668,438
29.75,441
29.833333333333332,445
29.916666666666668,441
30,439
30.083333333333332,436
30.166666666666668,441
30.25,443
30.333333333333332,439
30.416666666666668,444
30.5,448
30.583333333333332,440
30.666666666666668,443
30.75,436
30.833333333333332,441
30.916666666666668,441
31,445
31.083333333333332,445
31.166666666666668,448
31.25,445
31.333333333333332,448
31.416666666666668,449
31.5,446
31.583333333333332,450
31.666666666666668,446
31.75,446
31.833333333333332,446
31.916666666666668,448
32,449
32.083333333333336,445
32.166666666666664,448
32.25,447
32.333333333333336,449
32.416666666666664,447
32.5,444
32.583333333333336,453
32.666666666666664,449
32.75,451
32.833333333333336,445
32.916666666666664,451
33,452
33.083333333333336,445
33.166666666666664,449
33.25,443
33.333333333333336,445
33.416666666666664,447
33.5,445
33.583333333333336,446
33.666666666666664,447
33.75,454
33.833333333333336,444
33.916666666666664,451
34,452
34.083333333333336,444
34.166666666666664,452
34.25,450
34.333333333333336,451
34.416666666666664,453
34.5,450
34.583333333333336,450
34.666666666666664,451
34.75,452
34.833333333333336,447
34.916666666666664,452
35,454
35.083333333333336,449
35.166666666666664,453
35.25,447
35.333333333333336,453
35.416666666666664,449
35.5,448
35.583333333333336,448
35.666666666666664,449
35.75,450
35.833333333333336,447
35.916666666666664,450
36,447
36.083333333333336,453
36.166666666666664,452
36.25,457
36.333333333333336,446
36.416666666666664,447
36.5,457
36.583333333333336,451
36.666666666666664,451
36.75,454
36.833333333333336,453
36.916666666666664,456
37,448
37.083333333333336,450
37.166666666666664,453
37.25,446
37.333333333333336,456
37.416666666666664,450
37.5,453
37.583333333333336,452
37.666666666666664,451
37.75,456
37.833333333333336,455
37.916666666666664,456
38,461
38.083333333333336,453
38.166666666666664,451
38.25,456
38.333333333333336,459
38.416666666666664,455
38.5,457
38.583333333333336,455
38.666666666666664,455
38.75,459
38.833333333333336,459
38.916666666666664,455
39,457
39.083333333333336,454
39.166666666666664,454
39.25,461
39.333333333333336,459
39.416666666666664,462
39.5,453
39.583333333333336,458
39.666666666666664,460
39.75,453
39.833333333333336,459
39.916666666666664,456
40,461
40.083333333333336,463
40.166666666666664,462
40.25,456
40.333333333333336,463
40.416666666666664,465
40.5,463
40.583333333333336,462
40.666666666666664,460
40.75,462
40.833333333333336,464
40.916666666666664,460
41,457
41.083333333333336,463
41.166666666666664,461
41.25,462
41.333333333333336,460
41.416666666666664,468
41.5,463
41.583333333333336,457
41.666666666666664,464
41.75,464
41.833333333333336,461
41.916666666666664,464
42,466
42.083333333333336,464
42.166666666666664,464
42.25,463
42.333333333333336,462
42.416666666666664,467
42.5,458
42.583333333333336,461
42.666666666666664,462
42.75,462
42.833333333333336,461
42.916666666666664,462
43,466
43.083333333333336,460
43.166666666666664,463
43.25,466
43.333333333333336,462
43.416666666666664,462
43.5,463
43.583333333333336,461
43.666666666666664,461
43.75,466
43.833333333333336,464
43.916666666666664,467
44,464
44.083333333333336,465
44.166666666666664,461
44.25,460
44.333333333333336,464
44.416666666666664,467
44.5,468
44.583333333333336,471
44.666666666666664,463
44.75,465
44.833333333333336,463
44.916666666666664,467
45,465
45.083333333333336,463
45.166666666666664,467
45.25,462
45.333333333333336,462
45.416666666666664,464
45.5,464
45.583333333333336,472
45.666666666666664,467
45.75,463
45.833333333333336,467
45.916666666666664,471
46,473
46.083333333333336,471
46.166666666666664,472
46.25,472
46.333333333333336,470
46.416666666666664,464
46.5,473
46.583333333333336,471
46.666666666666664,471
46.75,472
46.833333333333336,464
46.916666666666664,470
47,469
47.083333333333336,471
47.166666666666664,471
47.25,471
47.333333333333336,468
47.416666666666664,470
47.5,468
47.583333333333336,472
47.666666666666664,476
47.75,473
47.833333333333336,475
47.916666666666664,472
