"Hours since thread went live","Nozomanu Fushi no Boukensha • The Unwanted Undead Adventurer - Episode 8 discussion"
45.583333333333336,506
45.666666666666664,511
45.75,505
45.833333333333336,507
45.916666666666664,508
46,505
46.083333333333336,508
46.166666666666664,503
46.25,509
46.333333333333336,514
46.416666666666664,505
46.5,509
46.583333333333336,507
46.666666666666664,509
46.75,511
46.833333333333336,510
46.916666666666664,512
47,508
47.083333333333336,507
47.166666666666664,507
47.25,508
47.333333333333336,506
47.416666666666664,513
47.5,506
47.583333333333336,505
47.666666666666664,508
47.75,508
47.833333333333336,504
47.916666666666664,512
