"Hours since thread went live","Gekai Elise • Doctor Elise: The Royal Lady with the Lamp - Episode 8 discussion"
43.583333333333336,196
43.666666666666664,197
43.75,195
43.833333333333336,196
43.916666666666664,201
44,199
44.083333333333336,196
44.166666666666664,194
44.25,196
44.333333333333336,196
44.416666666666664,200
44.5,197
44.583333333333336,197
44.666666666666664,201
44.75,195
44.833333333333336,193
44.916666666666664,196
45,198
45.083333333333336,197
45.166666666666664,198
45.25,201
45.333333333333336,193
45.416666666666664,195
45.5,195
45.583333333333336,200
45.666666666666664,197
45.75,195
45.833333333333336,196
45.916666666666664,197
46,199
46.083333333333336,197
46.166666666666664,198
46.25,194
46.333333333333336,196
46.416666666666664,200
46.5,201
46.583333333333336,193
46.666666666666664,198
46.75,199
46.833333333333336,197
46.916666666666664,195
47,198
47.083333333333336,196
47.166666666666664,201
47.25,198
47.333333333333336,198
47.416666666666664,200
47.5,197
47.583333333333336,197
47.666666666666664,198
47.75,195
47.833333333333336,198
47.916666666666664,199
