"Hours since thread went live","Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Part 2 • The Misfit of Demon King Academy II Part 2 - Episode 6 discussion"
45.083333333333336,268
45.166666666666664,268
45.25,261
45.333333333333336,267
45.416666666666664,263
45.5,264
45.583333333333336,262
45.666666666666664,264
45.75,262
45.833333333333336,264
45.916666666666664,265
46,264
46.083333333333336,263
46.166666666666664,265
46.25,263
46.333333333333336,265
46.416666666666664,266
46.5,266
46.583333333333336,264
46.666666666666664,270
46.75,264
46.833333333333336,265
46.916666666666664,268
47,264
47.083333333333336,267
47.166666666666664,266
47.25,265
47.333333333333336,268
47.416666666666664,265
47.5,263
47.583333333333336,267
47.666666666666664,270
47.75,267
47.833333333333336,269
47.916666666666664,268
