"Hours since thread went live","Hikari no Ou Season 2 • The Fire Hunter Season 2 - Episode 19 discussion"
39,65
39.083333333333336,64
39.166666666666664,65
39.25,69
39.333333333333336,69
39.416666666666664,68
39.5,69
39.583333333333336,67
39.666666666666664,70
39.75,67
39.833333333333336,66
39.916666666666664,66
40,68
40.083333333333336,65
40.166666666666664,67
40.25,68
40.333333333333336,72
40.416666666666664,65
40.5,67
40.583333333333336,67
40.666666666666664,68
40.75,68
40.833333333333336,70
40.916666666666664,65
41,69
41.083333333333336,67
41.166666666666664,70
41.25,70
41.333333333333336,69
41.416666666666664,69
41.5,69
41.583333333333336,70
41.666666666666664,71
41.75,70
41.833333333333336,70
41.916666666666664,70
42,71
42.083333333333336,69
42.166666666666664,70
42.25,73
42.333333333333336,69
42.416666666666664,74
42.5,69
42.583333333333336,70
42.666666666666664,69
42.75,71
42.833333333333336,73
42.916666666666664,72
43,68
43.083333333333336,71
43.166666666666664,66
43.25,68
43.333333333333336,71
43.416666666666664,72
43.5,71
43.583333333333336,69
43.666666666666664,71
43.75,73
43.833333333333336,71
43.916666666666664,70
44,70
44.083333333333336,67
44.166666666666664,70
44.25,71
44.333333333333336,71
44.416666666666664,72
44.5,70
44.583333333333336,73
44.666666666666664,67
44.75,68
44.833333333333336,70
44.916666666666664,68
45,71
45.083333333333336,69
45.166666666666664,70
45.25,70
45.333333333333336,73
45.416666666666664,70
45.5,69
45.583333333333336,67
45.666666666666664,72
45.75,73
45.833333333333336,68
45.916666666666664,75
46,73
46.083333333333336,74
46.166666666666664,74
46.25,74
46.333333333333336,72
46.416666666666664,71
46.5,69
46.583333333333336,70
46.666666666666664,71
46.75,71
46.833333333333336,72
46.916666666666664,68
47,68
47.083333333333336,71
47.166666666666664,70
47.25,73
47.333333333333336,71
47.416666666666664,71
47.5,71
47.583333333333336,71
47.666666666666664,71
47.75,72
47.833333333333336,73
47.916666666666664,69
