"Hours since thread went live","Boku no Kokoro no Yabai Yatsu Season 2 • The Dangers in My Heart Season 2 - Episode 12 discussion"
26.916666666666668,1383
27,1380
27.083333333333332,1387
27.166666666666668,1388
27.25,1382
27.333333333333332,1385
27.416666666666668,1389
27.5,1391
27.583333333333332,1389
27.666666666666668,1390
27.75,1394
27.833333333333332,1390
27.916666666666668,1388
28,1392
28.083333333333332,1394
28.166666666666668,1392
28.25,1392
28.333333333333332,1390
28.416666666666668,1400
28.5,1391
28.583333333333332,1395
28.666666666666668,1399
28.75,1399
28.833333333333332,1396
28.916666666666668,1398
29,1401
29.083333333333332,1403
29.166666666666668,1401
29.25,1401
29.333333333333332,1401
29.416666666666668,1400
29.5,1404
29.583333333333332,1401
29.666666666666668,1409
29.75,1405
29.833333333333332,1403
29.916666666666668,1403
30,1408
30.083333333333332,1405
30.166666666666668,1403
30.25,1402
30.333333333333332,1408
30.416666666666668,1403
30.5,1410
30.583333333333332,1409
30.666666666666668,1405
30.75,1412
30.833333333333332,1410
30.916666666666668,1408
31,1406
31.083333333333332,1405
31.166666666666668,1412
31.25,1408
31.333333333333332,1408
31.416666666666668,1415
31.5,1416
31.583333333333332,1417
31.666666666666668,1413
31.75,1415
31.833333333333332,1419
31.916666666666668,1418
32,1419
32.083333333333336,1419
32.166666666666664,1422
32.25,1426
32.333333333333336,1419
32.416666666666664,1425
32.5,1418
32.583333333333336,1426
32.666666666666664,1421
32.75,1422
32.833333333333336,1421
32.916666666666664,1424
33,1423
33.083333333333336,1421
33.166666666666664,1427
33.25,1430
33.333333333333336,1422
33.416666666666664,1426
33.5,1429
33.583333333333336,1430
33.666666666666664,1425
33.75,1428
33.833333333333336,1427
33.916666666666664,1424
34,1428
34.083333333333336,1424
34.166666666666664,1429
34.25,1432
34.333333333333336,1434
34.416666666666664,1427
34.5,1434
34.583333333333336,1433
34.666666666666664,1434
34.75,1432
34.833333333333336,1436
34.916666666666664,1436
35,1433
35.083333333333336,1437
35.166666666666664,1439
35.25,1442
35.333333333333336,1439
35.416666666666664,1444
35.5,1438
35.583333333333336,1441
35.666666666666664,1441
35.75,1435
35.833333333333336,1443
35.916666666666664,1438
36,1439
36.083333333333336,1439
36.166666666666664,1442
36.25,1440
36.333333333333336,1438
36.416666666666664,1442
36.5,1438
36.583333333333336,1441
36.666666666666664,1440
36.75,1446
36.833333333333336,1442
36.916666666666664,1446
37,1439
37.083333333333336,1436
37.166666666666664,1440
37.25,1445
37.333333333333336,1441
37.416666666666664,1443
37.5,1440
37.583333333333336,1447
37.666666666666664,1443
37.75,1444
37.833333333333336,1441
37.916666666666664,1444
38,1449
38.083333333333336,1446
38.166666666666664,1441
38.25,1444
38.333333333333336,1450
38.416666666666664,1443
38.5,1444
38.583333333333336,1449
38.666666666666664,1448
38.75,1442
38.833333333333336,1447
38.916666666666664,1447
39,1445
39.083333333333336,1450
39.166666666666664,1450
39.25,1449
39.333333333333336,1452
39.416666666666664,1444
39.5,1445
39.583333333333336,1451
39.666666666666664,1452
39.75,1450
39.833333333333336,1454
39.916666666666664,1450
40,1451
40.083333333333336,1449
40.166666666666664,1449
40.25,1452
40.333333333333336,1449
40.416666666666664,1455
40.5,1451
40.583333333333336,1452
40.666666666666664,1453
40.75,1455
40.833333333333336,1455
40.916666666666664,1456
41,1459
41.083333333333336,1455
41.166666666666664,1453
41.25,1455
41.333333333333336,1453
41.416666666666664,1458
41.5,1461
41.583333333333336,1449
41.666666666666664,1455
41.75,1458
41.833333333333336,1451
41.916666666666664,1455
42,1456
42.083333333333336,1455
42.166666666666664,1454
42.25,1456
42.333333333333336,1458
42.416666666666664,1462
42.5,1456
42.583333333333336,1458
42.666666666666664,1460
42.75,1455
42.833333333333336,1459
42.916666666666664,1461
43,1459
43.083333333333336,1460
43.166666666666664,1456
43.25,1458
43.333333333333336,1456
43.416666666666664,1456
43.5,1453
43.583333333333336,1465
43.666666666666664,1459
43.75,1456
43.833333333333336,1457
43.916666666666664,1458
44,1463
44.083333333333336,1462
44.166666666666664,1456
44.25,1462
44.333333333333336,1461
44.416666666666664,1461
44.5,1462
44.583333333333336,1456
44.666666666666664,1462
44.75,1464
44.833333333333336,1463
44.916666666666664,1468
45,1462
45.083333333333336,1469
45.166666666666664,1463
45.25,1464
45.333333333333336,1464
45.416666666666664,1464
45.5,1468
45.583333333333336,1460
45.666666666666664,1469
45.75,1468
45.833333333333336,1462
45.916666666666664,1471
46,1469
46.083333333333336,1468
46.166666666666664,1462
46.25,1464
46.333333333333336,1470
46.416666666666664,1469
46.5,1464
46.583333333333336,1471
46.666666666666664,1469
46.75,1466
46.833333333333336,1468
46.916666666666664,1469
47,1465
47.083333333333336,1473
47.166666666666664,1468
47.25,1470
47.333333333333336,1470
47.416666666666664,1471
47.5,1470
47.583333333333336,1470
47.666666666666664,1471
47.75,1469
47.833333333333336,1467
47.916666666666664,1474
