"Hours since thread went live","Sand Land: The Series - Episode 10 discussion"
39.25,56
39.333333333333336,57
39.416666666666664,55
39.5,57
39.583333333333336,55
39.666666666666664,55
39.75,52
39.833333333333336,52
39.916666666666664,52
40,51
40.083333333333336,52
40.166666666666664,56
40.25,55
40.333333333333336,56
40.416666666666664,57
40.5,55
40.583333333333336,53
40.666666666666664,55
40.75,52
40.833333333333336,52
40.916666666666664,54
41,53
41.083333333333336,55
41.166666666666664,55
41.25,56
41.333333333333336,58
41.416666666666664,57
41.5,58
41.583333333333336,58
41.666666666666664,57
41.75,60
41.833333333333336,54
41.916666666666664,60
42,55
42.083333333333336,56
42.166666666666664,53
42.25,53
42.333333333333336,54
42.416666666666664,54
42.5,55
42.583333333333336,60
42.666666666666664,57
42.75,57
42.833333333333336,56
42.916666666666664,54
43,60
43.083333333333336,55
43.166666666666664,58
43.25,55
43.333333333333336,55
43.416666666666664,55
43.5,57
43.583333333333336,53
43.666666666666664,56
43.75,60
43.833333333333336,55
43.916666666666664,57
44,60
44.083333333333336,56
44.166666666666664,60
44.25,55
44.333333333333336,53
44.416666666666664,59
44.5,55
44.583333333333336,56
44.666666666666664,57
44.75,59
44.833333333333336,56
44.916666666666664,61
45,59
45.083333333333336,56
45.166666666666664,58
45.25,56
45.333333333333336,54
45.416666666666664,54
45.5,53
45.583333333333336,56
45.666666666666664,56
45.75,58
45.833333333333336,57
45.916666666666664,61
46,60
46.083333333333336,55
46.166666666666664,53
46.25,55
46.333333333333336,54
46.416666666666664,60
46.5,54
46.583333333333336,55
46.666666666666664,58
46.75,55
46.833333333333336,55
46.916666666666664,60
47,59
47.083333333333336,56
47.166666666666664,53
47.25,56
47.333333333333336,59
47.416666666666664,58
47.5,56
47.583333333333336,55
47.666666666666664,59
47.75,56
47.833333333333336,55
47.916666666666664,55
