"Hours since thread went live","Seiyuu Radio no Uraomote • The Many Sides of Voice Actor Radio - Episode 7 discussion"
21.666666666666668,369
21.75,368
21.833333333333332,373
21.916666666666668,365
22,375
22.083333333333332,366
22.166666666666668,371
22.25,365
22.333333333333332,371
22.416666666666668,371
22.5,369
22.583333333333332,367
22.666666666666668,369
22.75,370
22.833333333333332,373
22.916666666666668,374
23,369
23.083333333333332,370
23.166666666666668,377
23.25,367
23.333333333333332,375
23.416666666666668,366
23.5,373
23.583333333333332,374
23.666666666666668,376
23.75,374
23.833333333333332,370
23.916666666666668,374
24,374
24.083333333333332,379
24.166666666666668,372
24.25,372
24.333333333333332,376
24.416666666666668,370
24.5,374
24.583333333333332,376
24.666666666666668,377
24.75,376
24.833333333333332,377
24.916666666666668,379
25,372
25.083333333333332,378
25.166666666666668,371
25.25,379
25.333333333333332,379
25.416666666666668,376
25.5,375
25.583333333333332,382
25.666666666666668,374
25.75,372
25.833333333333332,378
25.916666666666668,382
26,374
26.083333333333332,377
26.166666666666668,378
26.25,379
26.333333333333332,383
26.416666666666668,378
26.5,380
26.583333333333332,385
26.666666666666668,383
26.75,383
26.833333333333332,383
26.916666666666668,383
27,383
27.083333333333332,380
27.166666666666668,384
27.25,378
27.333333333333332,385
27.416666666666668,390
27.5,391
27.583333333333332,389
27.666666666666668,388
27.75,396
27.833333333333332,403
27.916666666666668,400
28,400
28.083333333333332,398
28.166666666666668,396
28.25,400
28.333333333333332,401
28.416666666666668,396
28.5,395
28.583333333333332,399
28.666666666666668,399
28.75,400
28.833333333333332,399
28.916666666666668,401
29,402
29.083333333333332,396
29.166666666666668,401
29.25,401
29.333333333333332,401
29.416666666666668,403
29.5,396
29.583333333333332,401
29.666666666666668,396
29.75,397
29.833333333333332,402
29.916666666666668,400
30,401
30.083333333333332,395
30.166666666666668,397
30.25,406
30.333333333333332,402
30.416666666666668,401
30.5,402
30.583333333333332,403
30.666666666666668,401
30.75,399
30.833333333333332,402
30.916666666666668,400
31,402
31.083333333333332,406
31.166666666666668,399
31.25,404
31.333333333333332,398
31.416666666666668,401
31.5,398
31.583333333333332,399
31.666666666666668,407
31.75,403
31.833333333333332,404
31.916666666666668,401
32,399
32.083333333333336,406
32.166666666666664,407
32.25,408
32.333333333333336,403
32.416666666666664,403
32.5,406
32.583333333333336,408
32.666666666666664,409
32.75,405
32.833333333333336,403
32.916666666666664,405
33,402
33.083333333333336,403
33.166666666666664,399
33.25,407
33.333333333333336,408
33.416666666666664,411
33.5,408
33.583333333333336,407
33.666666666666664,409
33.75,409
33.833333333333336,409
33.916666666666664,410
34,408
34.083333333333336,409
34.166666666666664,404
34.25,410
34.333333333333336,406
34.416666666666664,408
34.5,403
34.583333333333336,409
34.666666666666664,409
34.75,413
34.833333333333336,409
34.916666666666664,407
35,412
35.083333333333336,408
35.166666666666664,407
35.25,413
35.333333333333336,406
35.416666666666664,412
35.5,410
35.583333333333336,407
35.666666666666664,412
35.75,407
35.833333333333336,411
35.916666666666664,413
36,415
36.083333333333336,407
36.166666666666664,416
36.25,410
36.333333333333336,414
36.416666666666664,412
36.5,408
36.583333333333336,412
36.666666666666664,409
36.75,411
36.833333333333336,412
36.916666666666664,412
37,412
37.083333333333336,411
37.166666666666664,410
37.25,416
37.333333333333336,416
37.416666666666664,413
37.5,410
37.583333333333336,417
37.666666666666664,414
37.75,414
37.833333333333336,412
37.916666666666664,408
38,411
38.083333333333336,408
38.166666666666664,410
38.25,409
38.333333333333336,417
38.416666666666664,409
38.5,412
38.583333333333336,410
38.666666666666664,415
38.75,415
38.833333333333336,412
38.916666666666664,408
39,413
39.083333333333336,413
39.166666666666664,410
39.25,413
39.333333333333336,408
39.416666666666664,415
39.5,409
39.583333333333336,411
39.666666666666664,412
39.75,417
39.833333333333336,408
39.916666666666664,411
40,415
40.083333333333336,416
40.166666666666664,409
40.25,408
40.333333333333336,413
40.416666666666664,419
40.5,411
40.583333333333336,412
40.666666666666664,411
40.75,412
40.833333333333336,408
40.916666666666664,410
41,416
41.083333333333336,413
41.166666666666664,413
41.25,413
41.333333333333336,414
41.416666666666664,410
41.5,408
41.583333333333336,415
41.666666666666664,416
41.75,407
41.833333333333336,414
41.916666666666664,414
42,418
42.083333333333336,412
42.166666666666664,413
42.25,413
42.333333333333336,419
42.416666666666664,411
42.5,412
42.583333333333336,419
42.666666666666664,409
42.75,413
42.833333333333336,417
42.916666666666664,418
43,418
43.083333333333336,411
43.166666666666664,415
43.25,418
43.333333333333336,419
43.416666666666664,411
43.5,415
43.583333333333336,415
43.666666666666664,414
43.75,418
43.833333333333336,416
43.916666666666664,418
44,411
44.083333333333336,416
44.166666666666664,412
44.25,417
44.333333333333336,410
44.416666666666664,413
44.5,420
44.583333333333336,414
44.666666666666664,419
44.75,422
44.833333333333336,416
44.916666666666664,419
45,419
45.083333333333336,410
45.166666666666664,410
45.25,419
45.333333333333336,413
45.416666666666664,416
45.5,415
45.583333333333336,421
45.666666666666664,415
45.75,416
45.833333333333336,417
45.916666666666664,417
46,415
46.083333333333336,422
46.166666666666664,421
46.25,416
46.333333333333336,418
46.416666666666664,412
46.5,416
46.583333333333336,413
46.666666666666664,418
46.75,412
46.833333333333336,412
46.916666666666664,419
47,421
47.083333333333336,413
47.166666666666664,419
47.25,416
47.333333333333336,421
47.416666666666664,417
47.5,414
47.583333333333336,418
47.666666666666664,416
47.75,417
47.833333333333336,422
47.916666666666664,417
