"Hours since thread went live","Zom 100: Zombie ni Naru made ni Shitai 100 no Koto • Zom 100: Bucket List of the Dead - Episode 3 discussion"
30.583333333333332,2533
30.666666666666668,2543
30.75,2542
30.833333333333332,2550
30.916666666666668,2549
31,2551
31.083333333333332,2556
31.166666666666668,2551
31.25,2559
31.333333333333332,2557
31.416666666666668,2558
31.5,2559
31.583333333333332,2559
31.666666666666668,2570
31.75,2564
31.833333333333332,2562
31.916666666666668,2563
32,2565
32.083333333333336,2571
32.166666666666664,2571
32.25,2576
32.333333333333336,2577
32.416666666666664,2577
32.5,2584
32.583333333333336,2585
32.666666666666664,2587
32.75,2585
32.833333333333336,2597
32.916666666666664,2590
33.083333333333336,2593
33.166666666666664,2595
33.25,2601
33.333333333333336,2598
33.416666666666664,2600
33.5,2609
33.583333333333336,2609
33.666666666666664,2605
33.75,2606
33.833333333333336,2610
33.916666666666664,2608
34,2613
34.083333333333336,2614
34.166666666666664,2617
34.25,2622
34.333333333333336,2619
34.416666666666664,2623
34.5,2624
34.583333333333336,2624
34.666666666666664,2623
34.75,2628
34.833333333333336,2629
34.916666666666664,2632
35,2640
35.083333333333336,2635
35.166666666666664,2639
35.25,2637
35.333333333333336,2643
35.416666666666664,2645
35.5,2642
35.583333333333336,2642
35.666666666666664,2645
35.75,2641
35.833333333333336,2645
35.916666666666664,2641
36,2642
36.083333333333336,2648
36.166666666666664,2654
36.25,2644
36.333333333333336,2648
36.416666666666664,2652
36.5,2649
36.583333333333336,2659
36.666666666666664,2655
36.75,2656
36.833333333333336,2656
36.916666666666664,2654
37,2660
37.083333333333336,2660
37.166666666666664,2666
37.25,2667
37.333333333333336,2665
37.416666666666664,2662
37.5,2665
37.583333333333336,2663
37.666666666666664,2662
37.75,2666
37.833333333333336,2673
37.916666666666664,2667
38,2677
38.083333333333336,2676
38.166666666666664,2670
38.25,2675
38.333333333333336,2675
38.416666666666664,2676
38.5,2682
38.583333333333336,2678
38.666666666666664,2679
38.75,2681
38.833333333333336,2678
38.916666666666664,2675
39,2679
39.083333333333336,2682
39.166666666666664,2685
39.25,2690
39.333333333333336,2684
39.416666666666664,2685
39.5,2686
39.583333333333336,2689
39.666666666666664,2693
39.75,2690
39.833333333333336,2688
39.916666666666664,2692
40,2692
40.083333333333336,2690
40.166666666666664,2689
40.25,2698
40.333333333333336,2698
40.416666666666664,2696
40.5,2706
40.583333333333336,2704
40.666666666666664,2707
40.75,2705
40.833333333333336,2702
40.916666666666664,2707
41,2704
41.083333333333336,2707
41.166666666666664,2711
41.25,2714
41.333333333333336,2713
41.416666666666664,2712
41.5,2710
41.583333333333336,2712
41.666666666666664,2714
41.75,2719
41.833333333333336,2714
41.916666666666664,2718
42,2716
42.083333333333336,2719
42.166666666666664,2725
42.25,2723
42.333333333333336,2723
42.416666666666664,2722
42.5,2728
42.583333333333336,2724
42.666666666666664,2727
42.75,2732
42.833333333333336,2728
42.916666666666664,2728
43,2730
43.083333333333336,2723
43.166666666666664,2730
43.25,2733
43.333333333333336,2730
43.416666666666664,2728
43.5,2736
43.583333333333336,2735
43.666666666666664,2730
43.75,2734
43.833333333333336,2736
43.916666666666664,2739
44,2736
44.083333333333336,2736
44.166666666666664,2737
44.25,2738
44.333333333333336,2737
44.416666666666664,2738
44.5,2737
44.583333333333336,2744
44.666666666666664,2737
44.75,2737
44.833333333333336,2740
44.916666666666664,2737
45,2736
45.083333333333336,2742
45.166666666666664,2738
45.25,2737
45.333333333333336,2741
45.416666666666664,2743
45.5,2742
45.583333333333336,2737
45.666666666666664,2739
45.75,2740
45.833333333333336,2739
45.916666666666664,2744
46,2741
46.083333333333336,2743
46.166666666666664,2743
46.25,2746
46.333333333333336,2741
46.416666666666664,2745
46.5,2746
46.583333333333336,2745
46.666666666666664,2748
46.75,2754
46.833333333333336,2754
46.916666666666664,2754
47,2756
47.083333333333336,2749
47.166666666666664,2755
47.25,2757
47.333333333333336,2754
47.416666666666664,2754
47.5,2754
47.583333333333336,2754
47.666666666666664,2758
47.75,2748
47.833333333333336,2753
47.916666666666664,2755
